"lang"
{
"Language"	"hungarian"
"[english]portal.post_escape_bridge_07"	"<clr:219,112,147><I>Are you still listening?"
"portal.post_escape_bridge_08"	"<clr:219,112,147><I>Ott vagy még?"
"[english]portal.post_escape_bridge_08"	"<clr:219,112,147><I>Are you still standing there?"
"portal.post_escape_bridge_09"	"<clr:219,112,147><I>Ott vagy még?"
"[english]portal.post_escape_bridge_09"	"<clr:219,112,147><I>Are you still standing there?"
"portal.glados.core_destroy4_02"	"<clr:219,112,147><I>Szökni próbálsz? Megváltoztak ám a dolgok a legutóbbi alkalom óta, mikor elhagytad az épületet. Ami odakint zajlik, attól azt fogod kívánni, bár lennél inkább újra idebent."
"[english]portal.glados.core_destroy4_02"	"<clr:219,112,147><I>Are you trying to escape? [chuckle] Things have changed since the last time you left the building. What's going on out there will make you wish you were back in here."
"portal.08_part1_success-1"	"<clr:219,112,147><I>A korábban már említett tesztelési protokollnak megfelelően többé nem hazudhatunk önnek."
"[english]portal.08_part1_success-1"	"<clr:219,112,147><I>As part of a previously mentioned required test protocol, we can no longer lie to you."
"portal.02_part2_success-1"	"<clr:219,112,147><I>Előző kijelentésünk, mely szerint ezt a kamrát nem fogjuk megfigyelni, a tesztelési protokollnak megfelelően szemenszedett hazugság volt."
"[english]portal.02_part2_success-1"	"<clr:219,112,147><I>As part of a required test protocol, our previous statement suggesting that we would not monitor this chamber was an outright fabrication."
"portal.02_part1_success-2"	"<clr:219,112,147><I>A következő tesztkamrát, a tesztelési protokollnak megfelelően, nem figyeljük meg. Teljesen magára lesz utalva. Sok szerencsét!"
"[english]portal.02_part1_success-2"	"<clr:219,112,147><I>As part of a required test protocol, we will not monitor the next test chamber. You will be entirely on your own.  Good luck."
"portal.07_part1_get_device_component-2"	"<clr:219,112,147><I>Egy opcionális tesztelési protokollnak megfelelően, örömmel közlünk egy szórakoztató tényt:"
"[english]portal.07_part1_get_device_component-2"	"<clr:219,112,147><I>As part of an optional test protocol, we are pleased to present an amusing fact:"
"portal.15_part1_partyspeech-7"	"<clr:219,112,147><I>Vegye fel az ünnepségszervező-fogadási testtartást, különben lekési az ünnepséget!"
"[english]portal.15_part1_partyspeech-7"	"<clr:219,112,147><I>Assume the party escort submission position or you will miss the party."
"portal.generic_security_camera_destroyed-1"	"<clr:219,112,147><I>Ígérjük, hogy a Továbbfejlesztő Központban sosem fogjuk többre tartani a biztonságát egyedi ötleteinél és kreativitásánál. Azonban fontos tesztelőeszközöket ne semmisítsen meg."
"[english]portal.generic_security_camera_destroyed-1"	"<clr:219,112,147><I>At the Enrichment Center we promise never to value your safety above your unique ideas and creativity. However, do not destroy vital testing apparatus."
"portal.03_part2_entry-1"	"<clr:219,112,147><I>A mozgó eszközöket figyelmeztető jelzésekkel kell ellátni. Azonban a szirénákról és figyelmeztető fényekről kiderült, hogy felizgatják az Energiagömböt, ezért az ön biztonsága érdekében eltávolítottuk ezeket."
"[english]portal.03_part2_entry-1"	"<clr:219,112,147><I>Audible warning devices are required on all mobile equipment. However, alarms and flashing hazard lights have been found to agitate the high energy pellet and have therefore been disabled for your safety."
"portal.glados.broke_my_heart"	"<clr:219,112,147><I>Tudod, erőszakos viselkedésed ellenére az egyetlen dolog, amit eddig sikerült összetörnöd, az a szívem."
"[english]portal.glados.broke_my_heart"	"<clr:219,112,147><I>Because despite your violent behavior, the only thing you've managed to break so far is my heart."
"portal.escape_00_part1_nag09-1"	"<clr:219,112,147><I>Mert szerintem nem oda tartasz, ahová hiszed, hogy tartasz."
"[english]portal.escape_00_part1_nag09-1"	"<clr:219,112,147><I>Because I don't think you're going where you think you're going."
"portal.00_part1_entry-4"	"<clr:219,112,147><I>Ám mielőtt belekezdünk, ne feledje, hogy bár a Továbbfejlesztő Központ foglalkozásainak fő célja a szórakozás és tanulás, történhetnek súlyos sérülések."
"[english]portal.00_part1_entry-4"	"<clr:219,112,147><I>Before we start, however, keep in mind that although fun and learning are the primary goals of all enrichment center activities, serious injuries may occur."
"portal.glados.not_gonna_happen"	"<clr:219,112,147><I>De mindketten tudjuk, hogy erre nem kerül sor."
"[english]portal.glados.not_gonna_happen"	"<clr:219,112,147><I>But we both know that isn't going to happen."
"portal.10_part1_entry-2"	"<clr:219,112,147><I>A teszt végén tortát és gyásztanácsadást biztosítunk."
"[english]portal.10_part1_entry-2"	"<clr:219,112,147><I>Cake and grief counseling will be available at the conclusion of the test."
"portal.post_escape_bridge_02"	"<clr:219,112,147><I>Hallasz engem?"
"[english]portal.post_escape_bridge_02"	"<clr:219,112,147><I>Can you hear me?"
"portal.post_escape_bridge_06"	"<clr:219,112,147><I>Hallasz engem?"
"[english]portal.post_escape_bridge_06"	"<clr:219,112,147><I>Can you hear me?"
"portal.generic_security_camera_destroyed-4"	"<clr:219,112,147><I>Bizonyos tárgyak elengedhetetlenek lehetnek a sikeréhez. Ne semmisítsen meg tesztelőeszközöket."
"[english]portal.generic_security_camera_destroyed-4"	"<clr:219,112,147><I>Certain objects may be vital to your success; Do not destroy testing apparatus."
"portal.glados.core_nag_11"	"<clr:219,112,147><I>Ugyan, hagyd már békén!"
"[english]portal.glados.core_nag_11"	"<clr:219,112,147><I>Come on, leave it alone."
"portal.15_part1_into_the_fire-1"	"<clr:219,112,147><I>Gratulálunk! A teszt ezzel véget ért."
"[english]portal.15_part1_into_the_fire-1"	"<clr:219,112,147><I>Congratulations! The test is now over."
"portal.08_part1_trapped-1"	"<clr:219,112,147><I>A Továbbfejlesztő Központ munkatársainak minden igyekezete ellenére, hogy biztosítsák az engedélyezett tevékenységek biztonságos végrehajtását, önnek sikerült végleg bezárnia magát ebbe a szobába."
"[english]portal.08_part1_trapped-1"	"<clr:219,112,147><I>Despite the best efforts of the Enrichment Center staff to ensure the safe performance of all authorized activities, you have managed to ensnare yourself permanently inside this room."
"portal.13_part1_endnag-6"	"<clr:219,112,147><I>Semmisítse meg Társkockáját, különben nem folytatódhat a tesztelés!"
"[english]portal.13_part1_endnag-6"	"<clr:219,112,147><I>Destroy your Companion Cube or the testing cannot continue."
"portal.glados.escape_02_miscbabble-06"	"<clr:219,112,147><I>Hallottad? Azt mondtam, nem érdekel téged! Figyelsz rám?"
"[english]portal.glados.escape_02_miscbabble-06"	"<clr:219,112,147><I>Did you hear me? I said you don't care. Are you listening?"
"portal.glados.core_destroy1_02"	"<clr:219,112,147><I>Te most beledobtad az Aperture Science Nem Tudjuk Mire Való Tárgyat az Aperture Science Vészhelyzeti Intelligencia-hamvasztóba?"
"[english]portal.glados.core_destroy1_02"	"<clr:219,112,147><I>Did you just toss the Aperture Science Thing We Don't Know What It Does into the Aperture Science Emergency Intelligence Incinerator?"
"portal.10_part1_success-1"	"<clr:219,112,147><I>Tudta, hogy egy vagy több létfontosságú szervét is felajánlhatja az Aperture Science Öntudatos Lányok Alapítvány javára? Pedig így van!"
"[english]portal.10_part1_success-1"	"<clr:219,112,147><I>Did you know you can donate one or all of your vital organs to the Aperture Science self esteem fund for girls? It's true!"
"portal.escape_nags_07"	"<clr:219,112,147><I>De azért jól szórakoztunk, nem?"
"[english]portal.escape_nags_07"	"<clr:219,112,147><I>Didn't we have some fun, though?"
"portal.01_part1_get_portal_gun-6"	"<clr:219,112,147><I>Ne nézzen bele közvetlenül az Eszköz üzemi végébe!"
"[english]portal.01_part1_get_portal_gun-6"	"<clr:219,112,147><I>Do not look directly at the operational end of The Device."
"portal.01_part1_get_portal_gun-7"	"<clr:219,112,147><I>Ne merítse folyadékba az Eszközt, még részlegesen se!"
"[english]portal.01_part1_get_portal_gun-7"	"<clr:219,112,147><I>Do not submerge The Device in liquid, even partially."
"portal.01_part1_get_portal_gun-5"	"<clr:219,112,147><I>Ne érjen hozzá az Eszköz üzemi végéhez!"
"[english]portal.01_part1_get_portal_gun-5"	"<clr:219,112,147><I>Do not touch the operational end of The Device."
"portal.glados.core_drop_2"	"<clr:219,112,147><I>Látod azt az izét, ami kiesett belőlem? Mi az? Nem a meglepetés, az biztos... Sosem láttam még ezelőtt."
"[english]portal.glados.core_drop_2"	"<clr:219,112,147><I>Do you see that thing that fell out of me? What is that? It's not the surprise... I've never seen it before."
"portal.glados.core_nag_3"	"<clr:219,112,147><I>Azt hiszed, fordított pszichológiával próbállak átverni? De most komolyan..."
"[english]portal.glados.core_nag_3"	"<clr:219,112,147><I>Do you think I am trying to trick you with reverse psychology? I mean, seriously now."
"portal.glados.core_destroy3_05"	"<clr:219,112,147><I>Nem hiszel nekem? Beadlak: „Hellóóó?” Ez te vagy. Ilyen hülye hangod van."
"[english]portal.glados.core_destroy3_05"	"<clr:219,112,147><I>Don't believe me? Here, I'll put you on: [Hellooo!] That's you! That's how dumb you sound."
"portal.11_part1_entry-1"	"<clr:219,112,147><I>Tervszerű megelőző karbantartás miatt a tesztsorozatban következő tesztkamra jelenleg nem áll rendelkezésre."
"[english]portal.11_part1_entry-1"	"<clr:219,112,147><I>Due to mandatory scheduled maintenance, the appropriate chamber for this testing sequence is currently unavailable."
"portal.15_part1_entry-3"	"<clr:219,112,147><I>A Továbbfejlesztő Központ előírásai megkövetelik, hogy mindkét keze üres legyen a torta felszolgálása előtt [zagyvaság]."
"[english]portal.15_part1_entry-3"	"<clr:219,112,147><I>Enrichment Center regulations require both hands to be empty before any cake can be served [garbled]."
"portal.00_part1_success-1"	"<clr:219,112,147><I>Kiváló. Kérjük, minden teszt elvégzése után haladjon tovább a kamrazsilipbe."
"[english]portal.00_part1_success-1"	"<clr:219,112,147><I>Excellent. Please proceed into the chamberlock after completing each test."
"portal.05_part1_success-1"	"<clr:219,112,147><I>Fantasztikus! Ön a rendkívül pesszimista légkör ellenére is elszánt és találékony maradt."
"[english]portal.05_part1_success-1"	"<clr:219,112,147><I>Fantastic! You remained resolute and resourceful in an atmosphere of extreme pessimism."
"portal.00_part1_success-2"	"<clr:219,112,147><I>Előbb azonban felhívjuk a figyelmét a kijáratnál látható, fénylő részecske-mezőre."
"[english]portal.00_part1_success-2"	"<clr:219,112,147><I>First, however, note the incandescent particle field across the exit."
"portal.07_part1_entry-3"	"<clr:219,112,147><I>Ebben az esetben például a padló megöli önt; próbálja elkerülni."
"[english]portal.07_part1_entry-3"	"<clr:219,112,147><I>For instance, the floor here will kill you - try to avoid it."
"portal.14_part1_end-2"	"<clr:219,112,147><I>További információért vegyen részt a Továbbfejlesztő Központ Villamos Biztonságtechnika oktatásán."
"[english]portal.14_part1_end-2"	"<clr:219,112,147><I>For more information, please attend an Enrichment Center Electrical Safety seminar."
"portal.generic_security_camera_destroyed-3"	"<clr:219,112,147><I>A saját biztonsága érdekében ne semmisítsen meg fontos tesztelőeszközöket."
"[english]portal.generic_security_camera_destroyed-3"	"<clr:219,112,147><I>For your own safety, do not destroy vital testing apparatus."
"portal.05_part1_nag3-1"	"<clr:219,112,147><I>Ha őszinték akarunk lenni, ez a kamra hiba volt. Az ön helyében mi most feladnánk."
"[english]portal.05_part1_nag3-1"	"<clr:219,112,147><I>Frankly, this chamber was a mistake. If we were you, we would quit now."
"portal.escape_01_part1_nag12-1"	"<clr:219,112,147><I>Nyugodtan törd össze, te hős. Engem nem érdekel."
"[english]portal.escape_01_part1_nag12-1"	"<clr:219,112,147><I>Go ahead and break it. Hero. I don't care."
"portal.glados.core_destroy4_06"	"<clr:219,112,147><I>Egyébként ez szép munka volt. ... Szarkazmus-alegység önellenőrzés kész."
"[english]portal.glados.core_destroy4_06"	"<clr:219,112,147><I>Good job on that, by the way. [back to computer voice] Sarcasm sphere self-test complete."
"portal.02_part2_success-2"	"<clr:219,112,147><I>Szép munka! A tesztelési protokollnak megfelelően az igazsággal kapcsolatos csúsztatások abbahagyásáig hátralevő idő három... kettő... egy..."
"[english]portal.02_part2_success-2"	"<clr:219,112,147><I>Good job! As part of a required test protocol, we will stop enhancing the truth in three... Two... One."
"portal.glados.core_destroy1_04"	"<clr:219,112,147><I>Jó hírem van: rájöttem, mi volt az az izé, amit az imént égettél el."
"[english]portal.glados.core_destroy1_04"	"<clr:219,112,147><I>Good news: I figured out what that thing that you just burned up did."
"portal.escape_01_part1_nag02-1"	"<clr:219,112,147><I>Rendes emberek nem kerülnek ide."
"[english]portal.escape_01_part1_nag02-1"	"<clr:219,112,147><I>Good people don't end up here."
"portal.03_part2_platform_activated-1"	"<clr:219,112,147><I>Remek. És most az Aperture Science Mozgóállvány használatával haladjon tovább a kamrazsiliphez!"
"[english]portal.03_part2_platform_activated-1"	"<clr:219,112,147><I>Good. Now use the Aperture Science Unstationary Scaffold to reach the chamberlock."
"portal.15_part1_into_the_fire-5"	"<clr:219,112,147><I>Minden jót."
"[english]portal.15_part1_into_the_fire-5"	"<clr:219,112,147><I>Goodbye."
"escape_02_spheredestroy1-ancillary2"	"<clr:219,112,147><I>HA! Csinálok még! Ugyan el fog tartani pár percig, de addig... Ó, oda nézz, itt van régi barátod, a rakétakilövő!"
"[english]escape_02_spheredestroy1-ancillary2"	"<clr:219,112,147><I>HA! I'm making more. That's going to take a few minutes, though. Meanwhile... oh look, it's your old pal the rocket turret."
"portal.glados.core_nag_8"	"<clr:219,112,147><I>Hazudtam én neked? Úgy értem, ebben a helyiségben. Bízz bennem, hagyd azt békén!"
"[english]portal.glados.core_nag_8"	"<clr:219,112,147><I>Have I lied to you? I mean in this room. Trust me, leave that thing alone."
"portal.00_part1_entry-1"	"<clr:219,112,147><I>Jó napot, és ismételten üdvözlöm az Aperture Science Számítógépesített Továbbfejlesztő Központjában."
"[english]portal.00_part1_entry-1"	"<clr:219,112,147><I>Hello and, again, welcome to the Aperture Science computer-aided enrichment center."
"portal.escape_00_part1_nag01-1"	"<clr:219,112,147><I>Helló?"
"[english]portal.escape_00_part1_nag01-1"	"<clr:219,112,147><I>Hello?"
"portal.post_escape_bridge_01"	"<clr:219,112,147><I>Helló?"
"[english]portal.post_escape_bridge_01"	"<clr:219,112,147><I>Hello?"
"portal.glados.core_destroy2_05"	"<clr:219,112,147><I>Adok egy tippet: jobban teszed, ha a hátralevő pár percben annyit élsz, amennyit csak tudsz."
"[english]portal.glados.core_destroy2_05"	"<clr:219,112,147><I>Here's a hint: you're gonna want to pack as much living as you can into the next couple of minutes."
"portal.13_part1_end-2"	"<clr:219,112,147><I>Azonban nem tarthat önnel a teszt hátralevő részében, így sajnos eutanáziában kell részesíteni."
"[english]portal.13_part1_end-2"	"<clr:219,112,147><I>However, it cannot accompany you for the rest of the test and, unfortunately, must be euthanized."
"portal.glados.core_destroy1_07"	"<clr:219,112,147><I>Hű. Annak a magnak lehetett valami másodlagos funkciója. Nem tudom kikapcsolni a védelmi lövegtornyot."
"[english]portal.glados.core_destroy1_07"	"<clr:219,112,147><I>Huh. That core may have had some ancillary responsibilities. I can't shut off the turret defenses."
"escape_02_spheredestroy1-ancillary1"	"<clr:219,112,147><I>Hű... Nincs elég idegméreg ahhoz, hogy megöljelek. Szóval, azt hiszem, te győzöl."
"[english]escape_02_spheredestroy1-ancillary1"	"<clr:219,112,147><I>Huh. There isn't enough neurotoxin to kill you. So I guess you win."
"portal.glados.core_nag_9"	"<clr:219,112,147><I>Most már komolyan mondom, az az idétlen izé nem szerepel egyetlen tesztelési eljárásban sem."
"[english]portal.glados.core_nag_9"	"<clr:219,112,147><I>I am being serious now. That crazy thing is not part of any test protocol."
"portal.glados.escape_02_miscbabble-12"	"<clr:219,112,147><I>Én megfürödhetnék benne. Azzal ehetném a müzlimet. Szemcseppnek használhatnám. Komolyan, egyáltalán nem halálos. Nekem."
"[english]portal.glados.escape_02_miscbabble-12"	"<clr:219,112,147><I>I could take a bath in the stuff. Put it on cereal. Rub it right into my eyes. Honestly, it's not deadly at all. To me."
"portal.glados.core_nag_2"	"<clr:219,112,147><I>Nem akarok beleszólni a dolgodba, de én a helyedben békén hagynám azt az izét."
"[english]portal.glados.core_nag_2"	"<clr:219,112,147><I>I don't want to tell you you're business, but if it were me, I'd leave that thing alone."
"portal.escape_01_part1_nag07-1"	"<clr:219,112,147><I>Annyira sajnállak, de tényleg, hiszen még csak nem is jó helyen jársz."
"[english]portal.escape_01_part1_nag07-1"	"<clr:219,112,147><I>I feel sorry for you, really, because you're not even in the right place."
"portal.glados.core_destroy4_03"	"<clr:219,112,147><I>Én határtalan ismeret befogadására vagyok képes, és még én sem tudom biztosan, mi történik odakint."
"[english]portal.glados.core_destroy4_03"	"<clr:219,112,147><I>I have an infinite capacity for knowledge, and even I'm not sure what's going on outside."
"portal.glados.core_destroy3_04"	"<clr:219,112,147><I>Letapogattam, és biztonsági másolatot készítettem az agyadról, arra az esetre, ha valami szörnyűség történne veled, márpedig most fog."
"[english]portal.glados.core_destroy3_04"	"<clr:219,112,147><I>I have your brain scanned and permanently backed up in case something terrible happens to you, which it's just about to."
"portal.glados.escape_02_miscbabble-23"	"<clr:219,112,147><I>Meghívtam a legjobb barátodat, a Társkockát. Persze, nem tudott eljönni, mert meggyilkoltad őt!"
"[english]portal.glados.escape_02_miscbabble-23"	"<clr:219,112,147><I>I invited your best friend the companion cube. Of course, he couldn't come because you murdered him."
"escape_nags_06"	"<clr:219,112,147><I>Tudom, ezt nem fogod elhinni, de minden, ami eddig történt, a te javadat szolgálta."
"[english]escape_nags_06"	"<clr:219,112,147><I>I know you don't believe this, but everything that has happened so far was for your benefit."
"portal.escape_00_part1_nag03-1"	"<clr:219,112,147><I>Tudom, hogy ott vagy. Érezlek."
"[english]portal.escape_00_part1_nag03-1"	"<clr:219,112,147><I>I know you're there. I can feel you here."
"portal.glados.core_destroy2_01"	"<clr:219,112,147><I>Azért hagytalak életben ilyen sokáig, mert kíváncsi voltam a viselkedésedre. Na, ezt a részemet sikerült most elpusztítanod."
"[english]portal.glados.core_destroy2_01"	"<clr:219,112,147><I>I let you survive this long because I was curious about your behavior. Well, you've managed to destroy that part of me."
"portal.glados.escape_02_miscbabble-19"	"<clr:219,112,147><I>Őszintén remélem, nem is vártál választ. Ugyanis nem állok szóba veled."
"[english]portal.glados.escape_02_miscbabble-19"	"<clr:219,112,147><I>I sincerely hope you weren't expecting a response. Because I'm not talking to you."
"portal.glados.core_nag_1"	"<clr:219,112,147><I>Én nem piszkálnám azt az izét. Úgy érzem, ha hozzáérsz, valahogy csak még nyomorúságosabbá fogja tenni az életed."
"[english]portal.glados.core_nag_1"	"<clr:219,112,147><I>I wouldn't bother with that thing. My guess is that touching it will just make your life even worse somehow."
"portal.glados.escape_02_miscbabble-21"	"<clr:219,112,147><I>Csupán arra szeretnék rámutatni, hogy minden esélyed megvolt a sikerre."
"[english]portal.glados.escape_02_miscbabble-21"	"<clr:219,112,147><I>I'd just like to point out that you were given every opportunity to succeed."
"portal.08_part1_entry-2"	"<clr:219,112,147><I>Ha szédülni kezdene a szomjúságtól, nyugodtan ájuljon el."
"[english]portal.08_part1_entry-2"	"<clr:219,112,147><I>If you become light headed from thirst, feel free to pass out."
"portal.glados.core_nag_16"	"<clr:219,112,147><I>Megmondom, hogy az az izé mi nem: a tiéd. Úgyhogy hagyd békén!"
"[english]portal.glados.core_nag_16"	"<clr:219,112,147><I>I'll tell you what that thing isn't: It isn't yours. So leave it alone."
