"lang"
{
"Language"	"schinese"
"portal.08_part1_success-1"	"<clr:219,112,147><I>根据之前提过的规定的测试协议，我们不能再骗您了。"
"[english]portal.08_part1_success-1"	"<clr:219,112,147><I>As part of a previously mentioned required test protocol, we can no longer lie to you."
"portal.02_part2_success-1"	"<clr:219,112,147><I>根据规定的测试协议，我们之前提到不会监视这间房间，完全是谎话。"
"[english]portal.02_part2_success-1"	"<clr:219,112,147><I>As part of a required test protocol, our previous statement suggesting that we would not monitor this chamber was an outright fabrication."
"portal.02_part1_success-2"	"<clr:219,112,147><I>根据规定的测试协议，我们不会监视下个实验室。您将独自一人。祝你好运！"
"[english]portal.02_part1_success-2"	"<clr:219,112,147><I>As part of a required test protocol, we will not monitor the next test chamber. You will be entirely on your own.  Good luck."
"portal.07_part1_get_device_component-2"	"<clr:219,112,147><I>根据选用的测试协议，我们很高兴宣布下列有趣的事实："
"[english]portal.07_part1_get_device_component-2"	"<clr:219,112,147><I>As part of an optional test protocol, we are pleased to present an amusing fact:"
"portal.15_part1_partyspeech-7"	"<clr:219,112,147><I>摆好顺从姿势，等待派对同仁护送，否则您会错过派对。"
"[english]portal.15_part1_partyspeech-7"	"<clr:219,112,147><I>Assume the party escort submission position or you will miss the party."
"portal.generic_security_camera_destroyed-1"	"<clr:219,112,147><I>在丰富学习中心，我们承诺永远会将您的独特想法及创意置于您的生命安全之上。但是，请勿摧毁生命测试设备。"
"[english]portal.generic_security_camera_destroyed-1"	"<clr:219,112,147><I>At the Enrichment Center we promise never to value your safety above your unique ideas and creativity. However, do not destroy vital testing apparatus."
"portal.03_part2_entry-1"	"<clr:219,112,147><I>所有移动设备都需装备可听见的警告装置。但是，警告与闪烁的危险指示灯已被发现会刺激高能量球体，因而，为了您的安全，这些警示装置已经停用。"
"[english]portal.03_part2_entry-1"	"<clr:219,112,147><I>Audible warning devices are required on all mobile equipment. However, alarms and flashing hazard lights have been found to agitate the high energy pellet and have therefore been disabled for your safety."
"portal.glados.broke_my_heart"	"<clr:219,112,147><I>因为虽然你暴力相待，但目前为止破碎的只有我的心。"
"[english]portal.glados.broke_my_heart"	"<clr:219,112,147><I>Because despite your violent behavior, the only thing you've managed to break so far is my heart."
"portal.escape_00_part1_nag09-1"	"<clr:219,112,147><I>因为我不认为你可以到达你想去的地方。"
"[english]portal.escape_00_part1_nag09-1"	"<clr:219,112,147><I>Because I don't think you're going where you think you're going."
"portal.00_part1_entry-4"	"<clr:219,112,147><I>但在开始前，请记住，虽然所有丰富学习中心的活动主要目标，是享受乐趣与学习，但也可能造成重大伤害。"
"[english]portal.00_part1_entry-4"	"<clr:219,112,147><I>Before we start, however, keep in mind that although fun and learning are the primary goals of all enrichment center activities, serious injuries may occur."
"portal.glados.not_gonna_happen"	"<clr:219,112,147><I>但我们都知道这是不可能的。"
"[english]portal.glados.not_gonna_happen"	"<clr:219,112,147><I>But we both know that isn't going to happen."
"portal.10_part1_entry-2"	"<clr:219,112,147><I>测试结束后，我们会提供蛋糕与伤痛咨询。"
"[english]portal.10_part1_entry-2"	"<clr:219,112,147><I>Cake and grief counseling will be available at the conclusion of the test."
"portal.post_escape_bridge_02"	"<clr:219,112,147><I>你听到了吗？"
"[english]portal.post_escape_bridge_02"	"<clr:219,112,147><I>Can you hear me?"
"portal.post_escape_bridge_06"	"<clr:219,112,147><I>你听到了吗？"
"[english]portal.post_escape_bridge_06"	"<clr:219,112,147><I>Can you hear me?"
"portal.generic_security_camera_destroyed-4"	"<clr:219,112,147><I>特定物体可能是您成功与否的关键；请勿摧毁测试设备。"
"[english]portal.generic_security_camera_destroyed-4"	"<clr:219,112,147><I>Certain objects may be vital to your success; Do not destroy testing apparatus."
"portal.glados.core_nag_11"	"<clr:219,112,147><I>拜托，别碰它。"
"[english]portal.glados.core_nag_11"	"<clr:219,112,147><I>Come on, leave it alone."
"portal.15_part1_into_the_fire-1"	"<clr:219,112,147><I>恭喜！测试结束了。"
"[english]portal.15_part1_into_the_fire-1"	"<clr:219,112,147><I>Congratulations! The test is now over."
"portal.08_part1_trapped-1"	"<clr:219,112,147><I>虽然丰富学习中心的工作人员，尽了一切努力以确保所有授权活动的安全，但是您已经永远将自己困在这房间内了。"
"[english]portal.08_part1_trapped-1"	"<clr:219,112,147><I>Despite the best efforts of the Enrichment Center staff to ensure the safe performance of all authorized activities, you have managed to ensnare yourself permanently inside this room."
"portal.13_part1_endnag-6"	"<clr:219,112,147><I>请摧毁您的“同伴方块”，否则测试无法继续。"
"[english]portal.13_part1_endnag-6"	"<clr:219,112,147><I>Destroy your Companion Cube or the testing cannot continue."
"portal.glados.escape_02_miscbabble-06"	"<clr:219,112,147><I>你听到了没有？我说你不在乎。你有在听吗？"
"[english]portal.glados.escape_02_miscbabble-06"	"<clr:219,112,147><I>Did you hear me? I said you don't care. Are you listening?"
"portal.glados.core_destroy1_02"	"<clr:219,112,147><I>你刚刚是不是把“光圈科技这是啥玩意儿”丢进光圈科技应急智能焚化炉？"
"[english]portal.glados.core_destroy1_02"	"<clr:219,112,147><I>Did you just toss the Aperture Science Thing We Don't Know What It Does into the Aperture Science Emergency Intelligence Incinerator?"
"portal.10_part1_success-1"	"<clr:219,112,147><I>您知道您可以将一项或全部重要器官，捐给光圈科技的女生自尊基金吗？没错！"
"[english]portal.10_part1_success-1"	"<clr:219,112,147><I>Did you know you can donate one or all of your vital organs to the Aperture Science self esteem fund for girls? It's true!"
"portal.escape_nags_07"	"<clr:219,112,147><I>我们不是玩得很开心吗？"
"[english]portal.escape_nags_07"	"<clr:219,112,147><I>Didn't we have some fun, though?"
"portal.01_part1_get_portal_gun-6"	"<clr:219,112,147><I>请勿直视装置的操作端。"
"[english]portal.01_part1_get_portal_gun-6"	"<clr:219,112,147><I>Do not look directly at the operational end of The Device."
"portal.01_part1_get_portal_gun-7"	"<clr:219,112,147><I>请勿将装置浸在液体中，即使部分也不行。"
"[english]portal.01_part1_get_portal_gun-7"	"<clr:219,112,147><I>Do not submerge The Device in liquid, even partially."
"portal.01_part1_get_portal_gun-5"	"<clr:219,112,147><I>请勿触碰装置的操作端。"
"[english]portal.01_part1_get_portal_gun-5"	"<clr:219,112,147><I>Do not touch the operational end of The Device."
"portal.glados.core_drop_2"	"<clr:219,112,147><I>你看到我身上掉下的东西吗？那是什么？这不是惊喜…我从来没看过。"
"[english]portal.glados.core_drop_2"	"<clr:219,112,147><I>Do you see that thing that fell out of me? What is that? It's not the surprise... I've never seen it before."
"portal.glados.core_nag_3"	"<clr:219,112,147><I>你以为我在用激将法骗你？我现在是认真的。"
"[english]portal.glados.core_nag_3"	"<clr:219,112,147><I>Do you think I am trying to trick you with reverse psychology? I mean, seriously now."
"portal.glados.core_destroy3_05"	"<clr:219,112,147><I>不相信我？你看吧：[你好！] 那是你！听起来好蠢！"
"[english]portal.glados.core_destroy3_05"	"<clr:219,112,147><I>Don't believe me? Here, I'll put you on: [Hellooo!] That's you! That's how dumb you sound."
"portal.11_part1_entry-1"	"<clr:219,112,147><I>由于强制安排的维护工作，本测试后续的相关房间目前无法使用。"
"[english]portal.11_part1_entry-1"	"<clr:219,112,147><I>Due to mandatory scheduled maintenance, the appropriate chamber for this testing sequence is currently unavailable."
"portal.15_part1_entry-3"	"<clr:219,112,147><I>丰富学习中心规定要求目标要双手空空，我们才能送上蛋糕 [断续]。"
"[english]portal.15_part1_entry-3"	"<clr:219,112,147><I>Enrichment Center regulations require both hands to be empty before any cake can be served [garbled]."
"portal.00_part1_success-1"	"<clr:219,112,147><I>很好。完成每项测试后，请进入闸室。"
"[english]portal.00_part1_success-1"	"<clr:219,112,147><I>Excellent. Please proceed into the chamberlock after completing each test."
"portal.05_part1_success-1"	"<clr:219,112,147><I>棒极了！虽然在极度悲观的气氛下，您仍然不屈不挠并保持机智。"
"[english]portal.05_part1_success-1"	"<clr:219,112,147><I>Fantastic! You remained resolute and resourceful in an atmosphere of extreme pessimism."
"portal.00_part1_success-2"	"<clr:219,112,147><I>但是，首先请注意出口的炽热粒子场域。"
"[english]portal.00_part1_success-2"	"<clr:219,112,147><I>First, however, note the incandescent particle field across the exit."
"portal.07_part1_entry-3"	"<clr:219,112,147><I>例如，这里的地板会让您丧命 - 请避免踩踏。"
"[english]portal.07_part1_entry-3"	"<clr:219,112,147><I>For instance, the floor here will kill you - try to avoid it."
"portal.14_part1_end-2"	"<clr:219,112,147><I>如果需更多信息，请参加“丰富学习中心电子安全”讲座。"
"[english]portal.14_part1_end-2"	"<clr:219,112,147><I>For more information, please attend an Enrichment Center Electrical Safety seminar."
"portal.generic_security_camera_destroyed-3"	"<clr:219,112,147><I>为了您的安全，请勿摧毁生命测试设备。"
"[english]portal.generic_security_camera_destroyed-3"	"<clr:219,112,147><I>For your own safety, do not destroy vital testing apparatus."
"portal.05_part1_nag3-1"	"<clr:219,112,147><I>老实说，这个房间是个错误。如果我是您，我会马上离开。"
"[english]portal.05_part1_nag3-1"	"<clr:219,112,147><I>Frankly, this chamber was a mistake. If we were you, we would quit now."
"portal.escape_01_part1_nag12-1"	"<clr:219,112,147><I>想破坏就上吧。英雄。我不在乎。"
"[english]portal.escape_01_part1_nag12-1"	"<clr:219,112,147><I>Go ahead and break it. Hero. I don't care."
"portal.glados.core_destroy4_06"	"<clr:219,112,147><I>对了，你破坏得真好。[回到计算机的声音] 讽刺领域自我测试完成。"
"[english]portal.glados.core_destroy4_06"	"<clr:219,112,147><I>Good job on that, by the way. [back to computer voice] Sarcasm sphere self-test complete."
"portal.02_part2_success-2"	"<clr:219,112,147><I>干得好！根据规定的测试协议，我们将停止提升事实，倒数三…二…一。"
"[english]portal.02_part2_success-2"	"<clr:219,112,147><I>Good job! As part of a required test protocol, we will stop enhancing the truth in three... Two... One."
"portal.glados.core_destroy1_04"	"<clr:219,112,147><I>好消息：我知道你刚刚焚毁的是什么了。"
"[english]portal.glados.core_destroy1_04"	"<clr:219,112,147><I>Good news: I figured out what that thing that you just burned up did."
"portal.escape_01_part1_nag02-1"	"<clr:219,112,147><I>好人不会来这里。"
"[english]portal.escape_01_part1_nag02-1"	"<clr:219,112,147><I>Good people don't end up here."
"portal.03_part2_platform_activated-1"	"<clr:219,112,147><I>很好。现在使用光圈科技移动支架抵达闸室。"
"[english]portal.03_part2_platform_activated-1"	"<clr:219,112,147><I>Good. Now use the Aperture Science Unstationary Scaffold to reach the chamberlock."
"portal.15_part1_into_the_fire-5"	"<clr:219,112,147><I>再见。"
"[english]portal.15_part1_into_the_fire-5"	"<clr:219,112,147><I>Goodbye."
"escape_02_spheredestroy1-ancillary2"	"<clr:219,112,147><I>哈！我要制造更多。但是要花个几分钟。同时…喔，听着，火箭塔是你的老朋友。"
"[english]escape_02_spheredestroy1-ancillary2"	"<clr:219,112,147><I>HA! I'm making more. That's going to take a few minutes, though. Meanwhile... oh look, it's your old pal the rocket turret."
"portal.glados.core_nag_8"	"<clr:219,112,147><I>我有骗过你吗？我是指到这个房间中以后。相信我，别碰那东西。"
"[english]portal.glados.core_nag_8"	"<clr:219,112,147><I>Have I lied to you? I mean in this room. Trust me, leave that thing alone."
"portal.00_part1_entry-1"	"<clr:219,112,147><I>您好，再一次地，欢迎光临光圈科技计算机辅助丰富学习中心。"
"[english]portal.00_part1_entry-1"	"<clr:219,112,147><I>Hello and, again, welcome to the Aperture Science computer-aided enrichment center."
"portal.escape_00_part1_nag01-1"	"<clr:219,112,147><I>有人吗？"
"[english]portal.escape_00_part1_nag01-1"	"<clr:219,112,147><I>Hello?"
"portal.post_escape_bridge_01"	"<clr:219,112,147><I>有人吗？"
"[english]portal.post_escape_bridge_01"	"<clr:219,112,147><I>Hello?"
"portal.glados.core_destroy2_05"	"<clr:219,112,147><I>给你个提示：接下来几分钟，你会恨不得可以多活一秒。"
"[english]portal.glados.core_destroy2_05"	"<clr:219,112,147><I>Here's a hint: you're gonna want to pack as much living as you can into the next couple of minutes."
"portal.13_part1_end-2"	"<clr:219,112,147><I>但是，它不能陪伴您继续后面的测试，而且不幸的是，它必须被执行安乐死。"
"[english]portal.13_part1_end-2"	"<clr:219,112,147><I>However, it cannot accompany you for the rest of the test and, unfortunately, must be euthanized."
"portal.glados.core_destroy1_07"	"<clr:219,112,147><I>吭。那个核心也有点相关责任。我关不掉机枪塔防御系统。"
"[english]portal.glados.core_destroy1_07"	"<clr:219,112,147><I>Huh. That core may have had some ancillary responsibilities. I can't shut off the turret defenses."
"escape_02_spheredestroy1-ancillary1"	"<clr:219,112,147><I>吭。没有足够的神经毒素可以杀了你。我猜你赢了。"
"[english]escape_02_spheredestroy1-ancillary1"	"<clr:219,112,147><I>Huh. There isn't enough neurotoxin to kill you. So I guess you win."
"portal.glados.core_nag_9"	"<clr:219,112,147><I>我是认真的。那鬼东西不是测试协议的一部份。"
"[english]portal.glados.core_nag_9"	"<clr:219,112,147><I>I am being serious now. That crazy thing is not part of any test protocol."
"portal.glados.escape_02_miscbabble-12"	"<clr:219,112,147><I>我可以在这里面洗个澡。也可以放在麦片上。揉进我的眼睛里。说真的，这完全不会致命。对我而言。"
"[english]portal.glados.escape_02_miscbabble-12"	"<clr:219,112,147><I>I could take a bath in the stuff. Put it on cereal. Rub it right into my eyes. Honestly, it's not deadly at all. To me."
"portal.glados.core_nag_2"	"<clr:219,112,147><I>我不想跟你说，那是你自己的事，但是如果我是你，我不会碰那样东西。"
"[english]portal.glados.core_nag_2"	"<clr:219,112,147><I>I don't want to tell you you're business, but if it were me, I'd leave that thing alone."
"portal.escape_01_part1_nag07-1"	"<clr:219,112,147><I>我替你感到难过，因为你找错地方了。"
"[english]portal.escape_01_part1_nag07-1"	"<clr:219,112,147><I>I feel sorry for you, really, because you're not even in the right place."
"portal.glados.core_destroy4_03"	"<clr:219,112,147><I>我不断探求无限的知识，但是连我都不知道外面发生什么事了。"
"[english]portal.glados.core_destroy4_03"	"<clr:219,112,147><I>I have an infinite capacity for knowledge, and even I'm not sure what's going on outside."
"portal.glados.core_destroy3_04"	"<clr:219,112,147><I>我扫描了你的脑部，而且做了永久备份，以防你发生不测，不过也快发生了。"
"[english]portal.glados.core_destroy3_04"	"<clr:219,112,147><I>I have your brain scanned and permanently backed up in case something terrible happens to you, which it's just about to."
"portal.glados.escape_02_miscbabble-23"	"<clr:219,112,147><I>我邀请了你最好的朋友“同伴方块”。当然，他不会来了，因为你杀了他。"
"[english]portal.glados.escape_02_miscbabble-23"	"<clr:219,112,147><I>I invited your best friend the companion cube. Of course, he couldn't come because you murdered him."
"escape_nags_06"	"<clr:219,112,147><I>我知道你不相信，但是眼前的一切都是为了你好。"
"[english]escape_nags_06"	"<clr:219,112,147><I>I know you don't believe this, but everything that has happened so far was for your benefit."
"portal.escape_00_part1_nag03-1"	"<clr:219,112,147><I>我知道你在那里。我可以感觉到你在这里。"
"[english]portal.escape_00_part1_nag03-1"	"<clr:219,112,147><I>I know you're there. I can feel you here."
"portal.glados.core_destroy2_01"	"<clr:219,112,147><I>我让你活这么久，就是因为我很好奇，想观察你的行为。但你已经成功摧毁我的好奇心了。"
"[english]portal.glados.core_destroy2_01"	"<clr:219,112,147><I>I let you survive this long because I was curious about your behavior. Well, you've managed to destroy that part of me."
"portal.glados.escape_02_miscbabble-19"	"<clr:219,112,147><I>我真的希望你不会在等我回答吧。因为我不想跟你讲话。"
"[english]portal.glados.escape_02_miscbabble-19"	"<clr:219,112,147><I>I sincerely hope you weren't expecting a response. Because I'm not talking to you."
"portal.glados.core_nag_1"	"<clr:219,112,147><I>我不在意那样东西。我猜如果碰了它，你的人生会更惨。"
"[english]portal.glados.core_nag_1"	"<clr:219,112,147><I>I wouldn't bother with that thing. My guess is that touching it will just make your life even worse somehow."
"portal.glados.escape_02_miscbabble-21"	"<clr:219,112,147><I>我只是想告诉你，你原本有很多机会可以成功的。"
"[english]portal.glados.escape_02_miscbabble-21"	"<clr:219,112,147><I>I'd just like to point out that you were given every opportunity to succeed."
"portal.08_part1_entry-2"	"<clr:219,112,147><I>如果您因为口渴而觉得头晕，请晕倒，没关系。"
"[english]portal.08_part1_entry-2"	"<clr:219,112,147><I>If you become light headed from thirst, feel free to pass out."
"portal.glados.core_nag_16"	"<clr:219,112,147><I>我告诉你那不是什么好玩意：它不是你的。所以别碰它。"
"[english]portal.glados.core_nag_16"	"<clr:219,112,147><I>I'll tell you what that thing isn't: It isn't yours. So leave it alone."
"escape_nags_03"	"<clr:219,112,147><I>我在查蓝图，我想…嗯，就在这里。你绝对走错路了。"
"[english]escape_nags_03"	"<clr:219,112,147><I>I'm checking some blueprints, and I think... Yes, right here. You're definitely going the wrong way."
"portal.escape_00_part2_nag02-1"	"<clr:219,112,147><I>我会杀了你，也不会帮你留蛋糕。"
"[english]portal.escape_00_part2_nag02-1"	"<clr:219,112,147><I>I'm going to kill you and all the cake is gone."
"portal.escape_00_part1_nag10-1"	"<clr:219,112,147><I>我没生气。你只要快点回到测试区就好。"
"[english]portal.escape_00_part1_nag10-1"	"<clr:219,112,147><I>I'm not angry. Just go back to the testing area."
"portal.escape_00_part2_nag01-1"	"<clr:219,112,147><I>我可不是开玩笑。回来，不然我杀了你。"
"[english]portal.escape_00_part2_nag01-1"	"<clr:219,112,147><I>I'm not kidding now. Turn back or I will kill you."
"portal.07_part1_entry-2"	"<clr:219,112,147><I>在危险的测试环境中，丰富学习中心则保证提供实用的装置。"
"[english]portal.07_part1_entry-2"	"<clr:219,112,147><I>In dangerous testing environments, the Enrichment Center promises to always provide useful advice."
"portal.13_part1_middle-2b-2"	"<clr:219,112,147><I>如果“重量同伴方块”真的开口讲话，丰富学习中心要求您忽略它的建议。"
"[english]portal.13_part1_middle-2b-2"	"<clr:219,112,147><I>In the event that the weighted companion cube does speak, the Enrichment Center urges you to disregard its advice."
"portal.13_part1_endnag-8"	"<clr:219,112,147><I>请焚化您的“同伴方块”。"
"[english]portal.13_part1_endnag-8"	"<clr:219,112,147><I>Incinerate your Companion Cube."
"portal.post_escape_bridge_03"	"<clr:219,112,147><I>有人在吗？"
"[english]portal.post_escape_bridge_03"	"<clr:219,112,147><I>Is anyone there?"
"portal.glados.escape_02_miscbabble-27"	"<clr:219,112,147><I>档案上还记录你是被领养的。这还真好笑。"
"[english]portal.glados.escape_02_miscbabble-27"	"<clr:219,112,147><I>It also says you were adopted. So that's funny, too."
"portal.11_part1_entry-2"	"<clr:219,112,147><I>后续测试已变更为专为军事机器人设计的灭火课程。"
"[english]portal.11_part1_entry-2"	"<clr:219,112,147><I>It has been replaced with a live-fire course designed for military androids."
"portal.glados.escape_02_miscbabble-25"	"<clr:219,112,147><I>你的个人档案里说得真好：讨人厌。没人爱。一只讨人厌、尖酸刻薄的孤鸟，就算死去也无人哀悼。"
"[english]portal.glados.escape_02_miscbabble-25"	"<clr:219,112,147><I>It says so right here in your personnel file: Unlikable. Liked by no one. A bitter, unlikable loner who's passing shall not be mourned."
"portal.escape_00_part1_nag16-1"	"<clr:219,112,147><I>这是有趣的测试，我们很惊讶你竟然赢了。测试结束。回来。"
"[english]portal.escape_00_part1_nag16-1"	"<clr:219,112,147><I>It was a fun test and we're all impressed at how much you won. The test is over. Come back."
