"lang"
{
"Language"	"schinese"
"[english]announcer.openingcourtesy01"	"<clr:250,231,181>Announcer: Good morning. You have been in suspension for nine nine nine... nine nine ni- This courtesy call is to inform you that all test subjects should immediately vacate [FADES OUT]"
"announcer.openingexercise01"	"<clr:250,231,181>系统广播：早上好。您已休眠 -50- 天。根据州和联邦法规，在光圈科技扩展休闲中心的所有测试候选人必须定期唤醒，进行强制身体和精神健康运动。"
"[english]announcer.openingexercise01"	"<clr:250,231,181>Announcer: Good morning. You have been in suspension for -FIFTY- days. In compliance with state and federal regulations, all testing candidates in the Aperture Science Extended Relaxation Center must be revived periodically for a mandatory physical and mental wellness exercise."
"announcer.openingexercise02"	"<clr:250,231,181>系统广播：您会听到蜂鸣器响起。当您听到蜂鸣器响起时，请仰望天花板。[蜂鸣器响声]"
"[english]announcer.openingexercise02"	"<clr:250,231,181>Announcer: You will hear a buzzer. When you hear the buzzer, look up at the ceiling. [BUZZER]"
"announcer.openingexercise03"	"<clr:250,231,181>系统广播：很好。您会听到蜂鸣器响起。当您听到蜂鸣器响起时，请低头看地板。[蜂鸣器响声]"
"[english]announcer.openingexercise03"	"<clr:250,231,181>Announcer: Good. You will hear a buzzer. When you hear the buzzer, look down at the floor. [BUZZER]"
"announcer.openingexercise04"	"<clr:250,231,181>系统广播：很好。这样就完成了您的强制身体和精神健康运动的体操部分。"
"[english]announcer.openingexercise04"	"<clr:250,231,181>Announcer: Good. This completes the gymnastic portion of your mandatory physical and mental wellness exercise."
"announcer.openingexercise05"	"<clr:250,231,181>系统广播：墙上有一幅带框的画。请站到它前面。"
"[english]announcer.openingexercise05"	"<clr:250,231,181>Announcer: There is a framed painting on the wall. Please go stand in front of it."
"announcer.openingexercise06"	"<clr:250,231,181>系统广播：这是艺术作品。您会听到蜂鸣器响起。当您听到蜂鸣器响起时，请注视艺术作品。[蜂鸣器响声]"
"[english]announcer.openingexercise06"	"<clr:250,231,181>Announcer: This is art. You will hear a buzzer. When you hear the buzzer, stare at the art. [BUZZER]"
"announcer.openingexercise07"	"<clr:250,231,181>系统广播：现在您应该感到精神注入新的活力。如果您怀疑盯着艺术作品没有提供所需的精神寄托，请对这段古典音乐作出简要反应。[蜂鸣器打断音乐]"
"[english]announcer.openingexercise07"	"<clr:250,231,181>Announcer: You should now feel mentally reinvigorated. If you suspect staring at art has not provided the required intellectual sustenance, reflect briefly on this classical music. [MUSIC INTERRUPTED BY BUZZER]"
"announcer.openingexercise08"	"<clr:250,231,181>系统广播：很好。现在请回到您的床上。"
"[english]announcer.openingexercise08"	"<clr:250,231,181>Announcer: Good. Now please return to your bed."
"announcer.openingsafeguards01"	"<clr:250,231,181>系统广播：所有反应堆核心防护设备目前均无法运作。请做好反应堆核心融毁的准备。"
"[english]announcer.openingsafeguards01"	"<clr:250,231,181>Announcer: All reactor core safeguards are now non-functional. Please prepare for reactor core meltdown."
"announcer.prehub06"	"<clr:250,231,181>系统广播：您好，再一次地，欢迎光临光圈科技丰富学习中心。"
"[english]announcer.prehub06"	"<clr:250,231,181>Announcer: Hello, and again, welcome to the Aperture Science Enrichment Center."
"announcer.prehub08"	"<clr:250,231,181>系统广播：由于可能出现了我们无法控制的灾难，我们目前遇到了技术难题。"
"[english]announcer.prehub08"	"<clr:250,231,181>Announcer: We are currently experiencing technical difficulties due to circumstances of potentially apocalyptic significance beyond our control."
"announcer.prehub09"	"<clr:250,231,181>系统广播：但是，根据紧急测试协议，测试可以继续。这些预先录好的信息将提供说明和激励支持，使科学依然能够进行，即使在环境、社会、经济或建筑结构崩溃的事件中。"
"[english]announcer.prehub09"	"<clr:250,231,181>Announcer: However, thanks to Emergency Testing Protocols, testing can continue. These pre-recorded messages will provide instructional and motivational support, so that science can still be done, even in the event of environmental, social, economic, or structural collapse."
"announcer.prehub10"	"<clr:250,231,181>系统广播：传送门将打开，紧急测试即将开始。3，2，1。"
"[english]announcer.prehub10"	"<clr:250,231,181>Announcer: The portal will open and emergency testing will begin in three. Two. One."
"announcer.prehub11"	"<clr:250,231,181>系统广播：基于方块和按钮的测试仍然是科学的重要工具，即使是在严峻的紧急情况下。"
"[english]announcer.prehub11"	"<clr:250,231,181>Announcer: Cube- and button-based testing remains an important tool for science, even in a dire emergency."
"announcer.prehub12"	"<clr:250,231,181>系统广播：如果是基于方块和按钮的测试造成这一紧急情况，请不要担心。这种情况发生两次的可能性非常渺茫。"
"[english]announcer.prehub12"	"<clr:250,231,181>Announcer: If cube- and button-based testing caused this emergency, don't worry. The odds of this happening twice are very slim."
"announcer.prehub17"	"<clr:250,231,181>系统广播：如果您是在文明的废墟中发现这一设施的非本公司雇员，欢迎！记住：测试就是未来，未来从您开始。"
"[english]announcer.prehub17"	"<clr:250,231,181>Announcer: If you are a non-employee who has discovered this facility amid the ruins of civilization, welcome! And remember: Testing is the future, and the future starts with you."
"announcer.prehub18"	"<clr:250,231,181>系统广播：到目前为止，做得好，未来开启者！但如果说，您是头脑简单、衰老或是被辐射过的人，那么未来不会从您开始，请返回到您的原始部落中，派个更符合条件的人过来。"
"[english]announcer.prehub18"	"<clr:250,231,181>Announcer: Good work getting this far, future-starter! That said, if you are simple-minded, old, or irradiated in such a way that the future should not start with you, please return to your primitive tribe and send back someone better-qualified for testing."
"announcer.prehub19"	"<clr:250,231,181>系统广播：由于我们正经历技术困难，您的测试环境无人监管。"
"[english]announcer.prehub19"	"<clr:250,231,181>Announcer: Because of the technical difficulties we are currently experiencing, your test environment is unsupervised."
"announcer.prehub20"	"<clr:250,231,181>系统广播：在测试结束重新进入休眠器之前，请花一点时间写下您的测试结果。在社会重建后，光圈科技社会融入协会会唤醒您。"
"[english]announcer.prehub20"	"<clr:250,231,181>Announcer: Before re-entering a relaxation vault at the conclusion of testing, please take a moment to write down the results of your test. An Aperture Science Reintegration Associate will revive you for an interview when society has been rebuilt."
"announcer.prehub27"	"<clr:250,231,181>系统广播：如果您觉得有液体顺着您的脖子流下来，放松，平躺，并立即按住您的鬓角。"
"[english]announcer.prehub27"	"<clr:250,231,181>Announcer: If you feel liquid running down your neck, relax, lie on your back, and apply immediate pressure to your temples."
"announcer.prehub28"	"<clr:250,231,181>系统广播：您只是遇到了罕见的反应，材料释放架可能释放了您脑中的耳管。"
"[english]announcer.prehub28"	"<clr:250,231,181>Announcer: You are simply experiencing a rare reaction in which the Material Emancipation Grill may have emancipated the ear tubes inside your head."
"announcer.prehub42"	"<clr:250,231,181>系统广播：下一个测试非常危险。为了帮助您在几乎肯定的死亡面前保持平静，马上将播放舒缓的爵士乐。3，2，1。[舒缓的爵士乐]"
"[english]announcer.prehub42"	"<clr:250,231,181>Announcer: This next test is very dangerous. To help you remain tranquil in the face of almost certain death, smooth jazz will be deployed in three. Two. One. [SMOOTH JAZZ]"
"announcer.prehub43"	"<clr:250,231,181>系统广播：在录制本消息时，联邦公开政策要求我们告知您，下一个测试可能是致命的，并需要指导您到更安全的测试环境。"
"[english]announcer.prehub43"	"<clr:250,231,181>Announcer: At the time of this recording, Federal disclosure policies require us to inform you that this next test is probably lethal and to redirect you to a safer test environment."
"announcer.prehub44"	"<clr:250,231,181>系统广播：我们将通过播放一些更舒缓的爵士乐，尽量遵守这些现在不存在的规定。"
"[english]announcer.prehub44"	"<clr:250,231,181>Announcer: We will attempt to comply with these now non-existent agencies by playing some more smooth jazz."
"announcer.prehub46"	"<clr:250,231,181>系统广播：如果地球目前被动物、众生之云或其他理事机构统治，并且他们都拒绝或无法听取原因，那-[录音淡去]"
"[english]announcer.prehub46"	"<clr:250,231,181>Announcer: If the Earth is currently governed by a manner of animal-king, sentient cloud, or other governing body that either refuses to or is incapable of listening to reason, th- [RECORDING SHORTS OUT]"
"announcer.sarcasmcore01"	"<clr:250,231,181>系统广播：[嘀] 自嘲检测完成。[嘀]"
"[english]announcer.sarcasmcore01"	"<clr:250,231,181>Announcer: [beep] Sarcasm Self Test complete. [beep]"
"announcer.sp_sabotage_factory13"	"<clr:250,231,181>系统广播：炮塔回收通道启动。"
"[english]announcer.sp_sabotage_factory13"	"<clr:250,231,181>Announcer: Turret redemption lines active."
"announcer.sp_sabotage_factory14"	"<clr:250,231,181>系统广播：请勿接触正在回收的炮塔。"
"[english]announcer.sp_sabotage_factory14"	"<clr:250,231,181>Announcer: Please do not engage with turrets heading towards redemption."
"announcer.sp_sabotage_factory15"	"<clr:250,231,181>系统广播：炮塔回收线路不是交通工具，请离开炮塔回收线路。"
"[english]announcer.sp_sabotage_factory15"	"<clr:250,231,181>Announcer: Turret redemption lines are not rides, please exit the turret redemption line."
"announcer.sp_sabotage_factory16"	"<clr:250,231,181>系统广播：活跃炮塔线路已启动。进入房间应格外小心。"
"[english]announcer.sp_sabotage_factory16"	"<clr:250,231,181>Announcer: Live turret line is active. Enter room with extreme caution."
"announcer.sp_sabotage_factory17"	"<clr:250,231,181>系统广播：请避免触发活动炮塔警报或让活动炮塔射击。"
"[english]announcer.sp_sabotage_factory17"	"<clr:250,231,181>Announcer: Please avoid alerting active turrets or being shot by active turrets."
"announcer.sp_sabotage_factory18"	"<clr:250,231,181>系统广播：这是无菌环境；请勿乘坐在炮塔线路上。"
"[english]announcer.sp_sabotage_factory18"	"<clr:250,231,181>Announcer: This is a sterile environment; please refrain from riding on the turret line."
"announcer.sp_sabotage_factory19"	"<clr:250,231,181>系统广播：这是净室设施，排除污染会损害炮塔回收过程。"
"[english]announcer.sp_sabotage_factory19"	"<clr:250,231,181>Announcer: This is a clean room facility, decontaminates can harm the turret redemption process."
"announcer.sp_sabotage_factory20"	"<clr:250,231,181>系统广播：成品炮塔测试激活。"
"[english]announcer.sp_sabotage_factory20"	"<clr:250,231,181>Announcer: Non-defective turret testing active."
"announcer.sp_sabotage_factory21"	"<clr:250,231,181>系统广播：次品炮塔测试激活。"
"[english]announcer.sp_sabotage_factory21"	"<clr:250,231,181>Announcer: Defective Turret testing active."
"announcer.sp_sabotage_factory22"	"<clr:250,231,181>系统广播：在测试次品炮塔期间过道上是安全的。"
"[english]announcer.sp_sabotage_factory22"	"<clr:250,231,181>Announcer: Catwalks are safe during defective turret testing."
"announcer.sp_sabotage_factory23"	"<clr:250,231,181>系统广播：避免接触次品炮塔，因为它们可能仍处于激活状态。"
"[english]announcer.sp_sabotage_factory23"	"<clr:250,231,181>Announcer: Avoid defective defective turrets as they may still be active."
"announcer.sp_sabotage_factory_line01"	"<clr:250,231,181><low>系统广播：模板"
"[english]announcer.sp_sabotage_factory_line01"	"<clr:250,231,181><low>Announcer: Template"
"announcer.sp_sabotage_factory_line02"	"<clr:250,231,181><low>系统广播：响应"
"[english]announcer.sp_sabotage_factory_line02"	"<clr:250,231,181><low>Announcer: Response"
"announcer.sp_sabotage_factory_line04"	"<clr:250,231,181>系统广播：新模板已接受。"
"[english]announcer.sp_sabotage_factory_line04"	"<clr:250,231,181>Announcer: New template accepted."
"announcer.sp_sabotage_factory_line05"	"<clr:250,231,181>系统广播：缺少模板。从内存继续。"
"[english]announcer.sp_sabotage_factory_line05"	"<clr:250,231,181>Announcer: Template missing. Continuing from memory."
"announcer.sp_sabotage_implosion01"	"<clr:250,231,181>系统广播：警告！毒素压力已达到非致命级别。"
"[english]announcer.sp_sabotage_implosion01"	"<clr:250,231,181>Announcer: Warning! Neurotoxin pressure has reached dangerously unlethal levels."
"announcer.testchamber02"	"<clr:250,231,181>系统广播：如果丰富学习中心目前正遭受火球、陨石或其他太空物体的轰炸，请避免进入无遮蔽的测试区域，缺少空间碎片遮蔽设备的设施似乎不是测试的应有部分。"
"[english]announcer.testchamber02"	"<clr:250,231,181>Announcer: If the Enrichment Center is currently being bombarded with fireballs, meteorites, or other objects from space, please avoid unsheltered testing areas wherever a lack of shelter from space-debris DOES NOT appear to be a deliberate part of the test."
"announcer.testchamber03"	"<clr:250,231,181>系统广播：做的好！丰富学习中心提醒您，虽然情况可能显得凄惨，但您并不孤单。所有光圈科技的人格结构将在世界末日或电力环境减低到 1.1 伏特时仍然保持工作。"
"[english]announcer.testchamber03"	"<clr:250,231,181>Announcer: Well done! The Enrichment Center reminds you that although circumstances may appear bleak, you are not alone. All Aperture Science personality constructs will remain functional in apocalyptic, low power environments of as few as 1.1 volts."
"announcer.testchamber04"	"<clr:250,231,181>系统广播：为了确保有足够的电力用于堆芯测试协议，所有安全装置已被禁用。丰富学习中心尊重您对该政策提出疑问或顾虑的权利。"
"[english]announcer.testchamber04"	"<clr:250,231,181>Announcer: To ensure that sufficient power remains for core testing protocols, all safety devices have been disabled. The Enrichment Center respects your right to have questions or concerns about this policy."
"announcer.testchamber05"	"<clr:250,231,181>系统广播：一些紧急测试可能需要与致命军事机器人长时间的互动。请放心，所有致命军事机器人已被教导要阅读并配备一份机器人法律的副本。你们可以分享。"
"[english]announcer.testchamber05"	"<clr:250,231,181>Announcer: Some emergency testing may require prolonged interaction with lethal military androids.  Rest assured that all lethal military androids have been taught to read and provided with one copy of the Laws of Robotics. To share."
"announcer.testchamber06"	"<clr:250,231,181>系统广播：不错。如果您觉得一个致命军事机器人没有尊重机器人法律中详细规定的您的权利，请在您的自我报告表中注明。未来会有光圈科技权力助理启动适当的申诉立案手续。"
"[english]announcer.testchamber06"	"<clr:250,231,181>Announcer: Good. If you feel that a lethal military android has not respected your rights as detailed in the Laws of Robotics, please note it on your self-reporting form. A future Aperture Science Entitlement Associate will initiate the appropriate grievance-filing paperwork."
"announcer.testchamber07"	"<clr:250,231,181>系统广播：您刚才穿过了光圈科技材料释放架，该设备会蒸发接触到它的大部分光圈科技设备。"
"[english]announcer.testchamber07"	"<clr:250,231,181>Announcer: You have just passed through an Aperture Science Material Emancipation Grill, which vaporizes most Aperture Science equipment that touches it."
"announcer.testchamber08"	"<clr:250,231,181>系统广播：请注意出口处的炽热粒子场。此光圈科技材料释放架会蒸发任何未经授权通过它的设备。"
"[english]announcer.testchamber08"	"<clr:250,231,181>Announcer: Please note the incandescent particle field across the exit. This Aperture Science Material Emancipation Grill will vaporize any unauthorized equipment that passes through it."
"announcer.testchamber09"	"<clr:250,231,181>系统广播：做的不错！因为这个消息是预先录制的，我们涉及您表现的任何意见均属猜测。请忽略任何不当的恭维。"
"[english]announcer.testchamber09"	"<clr:250,231,181>Announcer: Great work! Because this message is prerecorded, any observations related to  your performance are speculation on our part. Please disregard any undeserved compliments."
"announcer.testchamber10"	"<clr:250,231,181>系统广播：下一个测试将通过传送门应用动量转化定律。如果物理定律在未来不再适用，上帝会帮助您。"
"[english]announcer.testchamber10"	"<clr:250,231,181>Announcer: This next test applies the principles of momentum to movement through portals. If the laws of physics no longer apply in the future, God help you."
"announcer.testchamber11"	"<clr:250,231,181>系统广播：您把自己困住了。恭喜。出口现已被打开。"
"[english]announcer.testchamber11"	"<clr:250,231,181>Announcer: You have trapped yourself. Congratulations. The exit door is now open."
"announcer.wakeup_powerup01"	"<clr:250,231,181>系统广播：开始通电。"
"[english]announcer.wakeup_powerup01"	"<clr:250,231,181>Announcer: Powerup initiated."
"announcer.wakeup_powerup02"	"<clr:250,231,181>系统广播：通电完毕。"
"[english]announcer.wakeup_powerup02"	"<clr:250,231,181>Announcer: Powerup complete."
"cavejohnson.cave_laugh04"	"<clr:205,149,117>Cave Johnson: [笑声]"
"[english]cavejohnson.cave_laugh04"	"<clr:205,149,117>Cave Johnson: [laugh]"
"cavejohnson.eighties_intro01"	"<clr:205,149,117>Cave Johnson: 欢迎光临丰富学习中心。[咳嗽]"
"[english]cavejohnson.eighties_intro01"	"<clr:205,149,117>Cave Johnson: Welcome to the enrichment center. [cough]"
"cavejohnson.eighties_intro03"	"<clr:205,149,117>Cave Johnson: 自从所有员工被强制要求参加测试，我们的实验对象质量迅速上升。但是并没有留住员工。"
"[english]cavejohnson.eighties_intro03"	"<clr:205,149,117>Cave Johnson: Since making test participation mandatory for all employees, the quality of our test subjects has risen dramatically. Employee retention, however, has not."
"cavejohnson.eighties_intro04"	"<clr:205,149,117>Cave Johnson：[咳嗽] 因此，你可能已经听说，我们要淘汰人工测试。但仍然还剩一些收尾工作要做。"
"[english]cavejohnson.eighties_intro04"	"<clr:205,149,117>Cave Johnson: [cough] As a result, you may have heard we're gonna phase out human testing. There's still a few things left to wrap up, though."
"cavejohnson.eighties_intro06"	"<clr:205,149,117>Cave Johnson: 首先，转换凝胶。[咳嗽]"
"[english]cavejohnson.eighties_intro06"	"<clr:205,149,117>Cave Johnson: First up, conversion gel. [cough]"
"cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: 会计告诉我，我们连七美元的月球岩石都买不起，别说七千万了。但是，我最后买下了它们。碾碎并混合到凝胶里。"
"[english]cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: The bean counters told me we literally could not afford to buy seven dollars worth of moon rocks, much less seventy million. Bought 'em anyway. Ground 'em up, mixed em into a gel."
"cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: 猜猜怎么着？碾碎的月球岩石是纯粹的毒药。现在我病得很厉害。"
"[english]cavejohnson.eighties_intro08"	"<clr:205,149,117>Cave Johnson: And guess what? Ground up moon rocks are pure poison. I am deathly ill."
"cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: 不过，事实证明它们是很好的传送门载体。所以现在我们要看看，跳进和跳出这些新的传送门是否能以某种方式将月球的毒从一个人的血液析出。当生活给你柠檬，就把它榨成柠檬水。[咳嗽] 所以让我们都保持积极的态度，搞点科学。"
"[english]cavejohnson.eighties_intro10"	"<clr:205,149,117>Cave Johnson: Still, it turns out they're a great portal conductor. So now we're gonna see if jumping in and out of these new portals can somehow leech the lunar poison out of a man's bloodstream. When life gives you lemons, make lemonade. [coughs] Let's all stay positive and do some science."
"cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: 也就是说，如果你能以最快的速度通过测试，我会非常感激。Caroline，请再给我一些止痛片。"
"[english]cavejohnson.eighties_intro12"	"<clr:205,149,117>Cave Johnson: That said, I would really appreciate it if you could test as fast as possible. Caroline, please bring me more pain pills."
"cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: 问题是：如果我们可以在光盘上存储音乐，为什么我们不能在这上面存储一个人的智慧和人格？所以我让工程师来想想办法。"
"[english]cavejohnson.eighties_outro02"	"<clr:205,149,117>Cave Johnson: The point is: If we can store music on a compact disc, why can't we store a man's intelligence and personality on one? So I have the engineers figuring that out now."
"cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: 大脑测绘。人工智能。我们应该在三十年前就开始从事这方面的研究。我要说-我还要把这段话录到磁带上，让每个人都一天到晚反复地听：“如果我没能活到你们能把我导入进一台电脑的那天，我想让 Caroline 来负责这个地方。”"
"[english]cavejohnson.eighties_outro05"	"<clr:205,149,117>Cave Johnson: Brain Mapping. Artificial Intelligence. We should have been working on it thirty years ago. I will say this - and I'm gonna say it on tape so everybody hears it a hundred times a day: If I die before you people can pour me into a computer, I want Caroline to run this place."
"cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: 她会争辩。她会说她做不到。她就是那么谦虚。但是你们一定要让她这么做。"
"[english]cavejohnson.eighties_outro06"	"<clr:205,149,117>Cave Johnson: Now she'll argue. She'll say she can't. She's modest like that. But you make her."
