"lang"
{
"Language"	"turkish"
"announcer.mp_hub_return05"	"<clr:250,231,181>Sunucu: Merkez dağıtıma yeniden hoş geldiniz. Tüm test parkurları kullanılabilir durumda. Parkurları daha önceki deneyimlerinizi kullanarak yeniden çözebilirsiniz."
"[english]announcer.mp_hub_return05"	"<clr:250,231,181>Announcer: Welcome back to the central hub. All test courses are available. You may redundantly solve the courses at your leisure."
"announcer.mp_hub_return06"	"<clr:250,231,181>Sunucu: Test parkurlarını tamamladığınız için teşekkür ederiz. Eğer deneyiminizden hoşnut kaldıysanız şu anda istediğiniz test parkuruna yeniden girebilirsiniz."
"[english]announcer.mp_hub_return06"	"<clr:250,231,181>Announcer: Thank you for completing the testing courses. If you enjoyed your experience, you may now re-enter the testing course of your choice."
"announcer.mp_hub_return07"	"<clr:250,231,181>Sunucu: Tüm test parkurlarını tamamlayarak C-Seviyesi güvenlik iznine sahip oldunuz. Artık tüm test parkurlarına ve Aperture Science'ın 176 tuvaletinden üç tanesine erişebilirsiniz."
"[english]announcer.mp_hub_return07"	"<clr:250,231,181>Announcer: By completing all test courses, you have achieved Level C security clearance. You may now access all testing courses and three of Aperture Science's 176 restrooms."
"announcer.openingcourtesy01"	"<clr:250,231,181>Sunucu: Günaydın. Saat dokuz dokuz dokuz... Dokuz dokuz dok- beridir uykudaydınız. Bu nezaket ziyaretinin amacı size tüm deneklerin derhal tahliyesi [AZALARAK DUYULMAZ HÂLE GELİR]"
"[english]announcer.openingcourtesy01"	"<clr:250,231,181>Announcer: Good morning. You have been in suspension for nine nine nine... nine nine ni- This courtesy call is to inform you that all test subjects should immediately vacate [FADES OUT]"
"announcer.openingexercise01"	"<clr:250,231,181>Sunucu: Günaydın. -ELLİ- gündür uykudaydınız. Eyalet yönetmelikleri ve federal yönetmelikler gereğince Aperture Science Genişletilmiş Rahatlama Merkezindeki tüm denek adayları zorunlu fiziksel ve mental sağlamlık antrenmanı için periyodik olarak uyandırılır."
"[english]announcer.openingexercise01"	"<clr:250,231,181>Announcer: Good morning. You have been in suspension for -FIFTY- days. In compliance with state and federal regulations, all testing candidates in the Aperture Science Extended Relaxation Center must be revived periodically for a mandatory physical and mental wellness exercise."
"announcer.openingexercise02"	"<clr:250,231,181>Sunucu: Bir zil sesi duyacaksınız. Zili duyduğunuzda yukarı, tavana bakın. [ZİL]"
"[english]announcer.openingexercise02"	"<clr:250,231,181>Announcer: You will hear a buzzer. When you hear the buzzer, look up at the ceiling. [BUZZER]"
"announcer.openingexercise03"	"<clr:250,231,181>Sunucu: Güzel. Bir zil sesi duyacaksınız. Zili duyduğunuzda aşağı, yere bakın. [ZİL]"
"[english]announcer.openingexercise03"	"<clr:250,231,181>Announcer: Good. You will hear a buzzer. When you hear the buzzer, look down at the floor. [BUZZER]"
"announcer.openingexercise04"	"<clr:250,231,181>Sunucu: Güzel. Bu, fiziksel ve mental sağlamlık antrenmanınızın jimnastik bölümünü tamamlıyor."
"[english]announcer.openingexercise04"	"<clr:250,231,181>Announcer: Good. This completes the gymnastic portion of your mandatory physical and mental wellness exercise."
"announcer.openingexercise05"	"<clr:250,231,181>Sunucu: Duvarda çerçevelenmiş bir tablo var. Lütfen gidip önünde durun."
"[english]announcer.openingexercise05"	"<clr:250,231,181>Announcer: There is a framed painting on the wall. Please go stand in front of it."
"announcer.openingexercise06"	"<clr:250,231,181>Sunucu: Bu bir sanat eseri. Bir zil sesi duyacaksınız. Zili duyduğunuzda, sanat eserine bakın. [ZİL]"
"[english]announcer.openingexercise06"	"<clr:250,231,181>Announcer: This is art. You will hear a buzzer. When you hear the buzzer, stare at the art. [BUZZER]"
"announcer.openingexercise07"	"<clr:250,231,181>Sunucu: Şu an zihinsel olarak canlanmış hissediyor olmalısınız. Eğer sanat eserine bakmanın size yeterli entellektüel desteği sağlamadığından şüpheleniyorsanız biraz da bu klasik müziği deneyin. [ZİLLE KESİLEN MÜZİK]"
"[english]announcer.openingexercise07"	"<clr:250,231,181>Announcer: You should now feel mentally reinvigorated. If you suspect staring at art has not provided the required intellectual sustenance, reflect briefly on this classical music. [MUSIC INTERRUPTED BY BUZZER]"
"announcer.openingexercise08"	"<clr:250,231,181>Sunucu: Güzel. Şimdi lütfen yatağınıza dönün."
"[english]announcer.openingexercise08"	"<clr:250,231,181>Announcer: Good. Now please return to your bed."
"announcer.openingsafeguards01"	"<clr:250,231,181>Sunucu: Şu anda tüm reaktör çekirdek koruyucuları işlevsiz. Lütfen reaktör çekirdeği erimesi için hazırlanın."
"[english]announcer.openingsafeguards01"	"<clr:250,231,181>Announcer: All reactor core safeguards are now non-functional. Please prepare for reactor core meltdown."
"announcer.prehub06"	"<clr:250,231,181>Sunucu: Merhaba ve Aperture Science Zenginleştirme Merkezine yeniden hoş geldiniz."
"[english]announcer.prehub06"	"<clr:250,231,181>Announcer: Hello, and again, welcome to the Aperture Science Enrichment Center."
"announcer.prehub08"	"<clr:250,231,181>Sunucu: Kontrolümüz dışındaki kıyamet habercisi şartlar sebebiyle şu anda teknik sıkıntılar yaşıyoruz."
"[english]announcer.prehub08"	"<clr:250,231,181>Announcer: We are currently experiencing technical difficulties due to circumstances of potentially apocalyptic significance beyond our control."
"announcer.prehub09"	"<clr:250,231,181>Sunucu: Neyse ki, Acil Durum Test Protokolü sayesinde, testler devam edebilir. Bu önceden kaydedilmiş mesajlar, çevresel, sosyal, ekonomik veya yapısal çökmelerde hâlâ bilim yapmaya devam edebilmeniz için sizi teşvik edecek ve yönlendirecek."
"[english]announcer.prehub09"	"<clr:250,231,181>Announcer: However, thanks to Emergency Testing Protocols, testing can continue. These pre-recorded messages will provide instructional and motivational support, so that science can still be done, even in the event of environmental, social, economic, or structural collapse."
"announcer.prehub10"	"<clr:250,231,181>Sunucu: Portal açılacak ve acil durum testi üç saniye içerisinde başlayacak. İki. Bir."
"[english]announcer.prehub10"	"<clr:250,231,181>Announcer: The portal will open and emergency testing will begin in three. Two. One."
"announcer.prehub11"	"<clr:250,231,181>Sunucu: Küp ve düğme tabanlı testler korkunç acil durumlarda bile bilim için önemli birer araç olmayı sürdürüyorlar."
"[english]announcer.prehub11"	"<clr:250,231,181>Announcer: Cube- and button-based testing remains an important tool for science, even in a dire emergency."
"announcer.prehub12"	"<clr:250,231,181>Sunucu: Eğer bu acil duruma küp ve düğme temelli bir test sebep olduysa, endişelenmeyin. Bu olayın ikinci bir kez tekrarlanma ihtimali oldukça zayıftır."
"[english]announcer.prehub12"	"<clr:250,231,181>Announcer: If cube- and button-based testing caused this emergency, don't worry. The odds of this happening twice are very slim."
"announcer.prehub17"	"<clr:250,231,181>Sunucu: Eğer bir çalışan değil de bu tesisi medeniyetin yıkıntıları arasında bulan biriyseniz, hoş geldiniz! Ve lütfen unutmayın: Test, gelecektir ve gelecek sizinle başlar."
"[english]announcer.prehub17"	"<clr:250,231,181>Announcer: If you are a non-employee who has discovered this facility amid the ruins of civilization, welcome! And remember: Testing is the future, and the future starts with you."
"announcer.prehub18"	"<clr:250,231,181>Sunucu: Buraya kadar gelebilmen büyük başarı, gelecek başlatıcı! Yeri gelmişken, eğer basit zihniyetli, yaşlı biriysen veya geleceğin seninle başlamasına engel teşkil edecek şekilde radyasyona maruz kalmışsan, lütfen ilkel kabilene geri dön ve test için daha yetenekli birisini gönder."
"[english]announcer.prehub18"	"<clr:250,231,181>Announcer: Good work getting this far, future-starter! That said, if you are simple-minded, old, or irradiated in such a way that the future should not start with you, please return to your primitive tribe and send back someone better-qualified for testing."
"announcer.prehub19"	"<clr:250,231,181>Sunucu: Şu anda yaşamakta olduğumuz teknik sıkıntılardan dolayı test alanınız denetlenmemektedir."
"[english]announcer.prehub19"	"<clr:250,231,181>Announcer: Because of the technical difficulties we are currently experiencing, your test environment is unsupervised."
"announcer.prehub20"	"<clr:250,231,181>Sunucu: Test sonundaki rahatlama kabinine yeniden girmeden önce, lütfen test sırasında karşılaştıklarınızı yazmak için zaman ayırın. Toplum yeniden inşa edildiğinde bir Aperture Science Bütünleşme Ortağı sizi mülakat için uyandıracak."
"[english]announcer.prehub20"	"<clr:250,231,181>Announcer: Before re-entering a relaxation vault at the conclusion of testing, please take a moment to write down the results of your test. An Aperture Science Reintegration Associate will revive you for an interview when society has been rebuilt."
"announcer.prehub27"	"<clr:250,231,181>Sunucu: Eğer boynunuzdan aşağı doğru sıvı akışı hissederseniz, gevşeyin, sırtüstü uzanın ve hemen şakaklarınıza basınç uygulayın."
"[english]announcer.prehub27"	"<clr:250,231,181>Announcer: If you feel liquid running down your neck, relax, lie on your back, and apply immediate pressure to your temples."
"announcer.prehub28"	"<clr:250,231,181>Sunucu: Sadece Malzeme Serbest Bırakma Izgarası'nın kafanızın içerisindeki kulak tüplerini serbest bırakmasına bağlı olabilecek nadir bir reaksiyon yaşıyorsunuz."
"[english]announcer.prehub28"	"<clr:250,231,181>Announcer: You are simply experiencing a rare reaction in which the Material Emancipation Grill may have emancipated the ear tubes inside your head."
"announcer.prehub42"	"<clr:250,231,181>Sunucu: Sıradaki test çok tehlikeli. Neredeyse kesin ölümle karşı karşıya kaldığınızda bile sakin kalmanıza yardımcı olmak için 3 saniye içerisinde arka plan müziği çalınacak. İki. Bir. [ARKA PLAN MÜZİĞİ]"
"[english]announcer.prehub42"	"<clr:250,231,181>Announcer: This next test is very dangerous. To help you remain tranquil in the face of almost certain death, smooth jazz will be deployed in three. Two. One. [SMOOTH JAZZ]"
"announcer.prehub43"	"<clr:250,231,181>Sunucu: Bu kaydın yapıldığı tarihteki Federal şeffaflık politikaları, sıradaki testin muhtemelen ölümcül olduğunu bildirmemizi ve sizi daha güvenli bir test ortamına yönlendirmemizi gerektiriyor."
"[english]announcer.prehub43"	"<clr:250,231,181>Announcer: At the time of this recording, Federal disclosure policies require us to inform you that this next test is probably lethal and to redirect you to a safer test environment."
"announcer.prehub44"	"<clr:250,231,181>Sunucu: Şu an var olmayan bu kurumlarla uyumlu olabilmek adına biraz daha arka plan müziği çalacağız."
"[english]announcer.prehub44"	"<clr:250,231,181>Announcer: We will attempt to comply with these now non-existent agencies by playing some more smooth jazz."
"announcer.prehub46"	"<clr:250,231,181>Sunucu: Eğer Dünya şu anda bir hayvan kral, duygulu bulut veya sağduyuyu kabul etmeyen ya da algılamaktan aciz bir varlık tarafından yönetiliyorsa, z- [KAYIT YARIDA KESİLİR]"
"[english]announcer.prehub46"	"<clr:250,231,181>Announcer: If the Earth is currently governed by a manner of animal-king, sentient cloud, or other governing body that either refuses to or is incapable of listening to reason, th- [RECORDING SHORTS OUT]"
"announcer.sarcasmcore01"	"<clr:250,231,181>Sunucu: [bip] İğneleme Testi tamamlandı. [bip]"
"[english]announcer.sarcasmcore01"	"<clr:250,231,181>Announcer: [beep] Sarcasm Self Test complete. [beep]"
"announcer.sp_sabotage_factory13"	"<clr:250,231,181>Sunucu: Taret telafi hatları etkin."
"[english]announcer.sp_sabotage_factory13"	"<clr:250,231,181>Announcer: Turret redemption lines active."
"announcer.sp_sabotage_factory14"	"<clr:250,231,181>Sunucu: Lütfen telafiye giden taretlere müdahale etmeyin."
"[english]announcer.sp_sabotage_factory14"	"<clr:250,231,181>Announcer: Please do not engage with turrets heading towards redemption."
"announcer.sp_sabotage_factory15"	"<clr:250,231,181>Sunucu: Taret telafi hatları oyun alanı değildir, lütfen hattı terkedin."
"[english]announcer.sp_sabotage_factory15"	"<clr:250,231,181>Announcer: Turret redemption lines are not rides, please exit the turret redemption line."
"announcer.sp_sabotage_factory16"	"<clr:250,231,181>Sunucu: Canlı taret hattı etkin. Odaya girerken çok dikkatli olun."
"[english]announcer.sp_sabotage_factory16"	"<clr:250,231,181>Announcer: Live turret line is active. Enter room with extreme caution."
"announcer.sp_sabotage_factory17"	"<clr:250,231,181>Sunucu: Lütfen etkin taretlerin dikkatini çekmekten veya onlar tarafından vurulmaktan kaçının."
"[english]announcer.sp_sabotage_factory17"	"<clr:250,231,181>Announcer: Please avoid alerting active turrets or being shot by active turrets."
"announcer.sp_sabotage_factory18"	"<clr:250,231,181>Sunucu: Burası steril bir ortamdır; lütfen taret hattı üzerinde gezinmeyin."
"[english]announcer.sp_sabotage_factory18"	"<clr:250,231,181>Announcer: This is a sterile environment; please refrain from riding on the turret line."
"announcer.sp_sabotage_factory19"	"<clr:250,231,181>Sunucu: Burası steril bir ortamdır, dekontaminasyon yapmak taret telafi işlemine zarar verebilir."
"[english]announcer.sp_sabotage_factory19"	"<clr:250,231,181>Announcer: This is a clean room facility, decontaminates can harm the turret redemption process."
"announcer.sp_sabotage_factory20"	"<clr:250,231,181>Sunucu: Kusurlu olmayan taret testi etkin."
"[english]announcer.sp_sabotage_factory20"	"<clr:250,231,181>Announcer: Non-defective turret testing active."
"announcer.sp_sabotage_factory21"	"<clr:250,231,181>Sunucu: Kusurlu Taret testi etkin."
"[english]announcer.sp_sabotage_factory21"	"<clr:250,231,181>Announcer: Defective Turret testing active."
"announcer.sp_sabotage_factory22"	"<clr:250,231,181>Sunucu: Kusurlu taret testi sırasında platformlar güvenlidir."
"[english]announcer.sp_sabotage_factory22"	"<clr:250,231,181>Announcer: Catwalks are safe during defective turret testing."
"announcer.sp_sabotage_factory23"	"<clr:250,231,181>Sunucu: Hâlâ etkin olabilecekleri nedeniyle kusurlu taretlerden uzak durun."
"[english]announcer.sp_sabotage_factory23"	"<clr:250,231,181>Announcer: Avoid defective defective turrets as they may still be active."
"announcer.sp_sabotage_factory_line01"	"<clr:250,231,181><low>Sunucu: Şablon"
"[english]announcer.sp_sabotage_factory_line01"	"<clr:250,231,181><low>Announcer: Template"
"announcer.sp_sabotage_factory_line02"	"<clr:250,231,181><low>Sunucu: Yanıt"
"[english]announcer.sp_sabotage_factory_line02"	"<clr:250,231,181><low>Announcer: Response"
"announcer.sp_sabotage_factory_line04"	"<clr:250,231,181>Sunucu: Yeni şablon kabul edildi."
"[english]announcer.sp_sabotage_factory_line04"	"<clr:250,231,181>Announcer: New template accepted."
"announcer.sp_sabotage_factory_line05"	"<clr:250,231,181>Sunucu: Şablon kayıp. Hafızadan devam ediliyor."
"[english]announcer.sp_sabotage_factory_line05"	"<clr:250,231,181>Announcer: Template missing. Continuing from memory."
"announcer.sp_sabotage_implosion01"	"<clr:250,231,181>Sunucu: Uyarı! Sinir gazı basıncı ciddi derecede ölümcül olmayan seviyeye ulaştı."
"[english]announcer.sp_sabotage_implosion01"	"<clr:250,231,181>Announcer: Warning! Neurotoxin pressure has reached dangerously unlethal levels."
"announcer.testchamber02"	"<clr:250,231,181>Sunucu: Eğer Zenginleştirme Merkezi şu anda ateş topları, gök taşları veya uzaydaki diğer nesneler tarafından bombardıman ediliyorsa, lütfen uzay atıklarından kasıtlı olarak korunmamanın testin bir parçası gibi GÖRÜNMEDİĞİ yerlerdeki korunaksız alanlarda bulunmaktan kaçının."
"[english]announcer.testchamber02"	"<clr:250,231,181>Announcer: If the Enrichment Center is currently being bombarded with fireballs, meteorites, or other objects from space, please avoid unsheltered testing areas wherever a lack of shelter from space-debris DOES NOT appear to be a deliberate part of the test."
"announcer.testchamber03"	"<clr:250,231,181>Sunucu: Aferin! Zenginleştirme Merkezi, şartlar umutsuz görünse de yalnız olmadığınızı hatırlatır. Tüm Aperture Science kişilik yapıları kıyamet gibi düşük güç ortamlarında bile 1.1 volta kadar işlevsel kalacaktır."
"[english]announcer.testchamber03"	"<clr:250,231,181>Announcer: Well done! The Enrichment Center reminds you that although circumstances may appear bleak, you are not alone. All Aperture Science personality constructs will remain functional in apocalyptic, low power environments of as few as 1.1 volts."
"announcer.testchamber04"	"<clr:250,231,181>Sunucu: Çekirdek test protokollerine yeterli derecede güç sağlanabilmesi için, tüm güvenlik önlemleri devre dışı bırakılmıştır. Zenginleştirme Merkezi bu konu hakkında sorularınıza ve kaygılarınıza saygı duyar."
"[english]announcer.testchamber04"	"<clr:250,231,181>Announcer: To ensure that sufficient power remains for core testing protocols, all safety devices have been disabled. The Enrichment Center respects your right to have questions or concerns about this policy."
"announcer.testchamber05"	"<clr:250,231,181>Sunucu: Birkaç acil durum testi ölümcül askerî androidlerle daimi etkileşim gerektirebilir. Şundan emin olun ki tüm ölümcül askerî androidlerimiz Robotik Yasaları'nı okumak üzere eğitilmişlerdir ve kitabın bir kopyasına sahiptirler. Paylaşmak için tabii."
"[english]announcer.testchamber05"	"<clr:250,231,181>Announcer: Some emergency testing may require prolonged interaction with lethal military androids.  Rest assured that all lethal military androids have been taught to read and provided with one copy of the Laws of Robotics. To share."
"announcer.testchamber06"	"<clr:250,231,181>Sunucu: Güzel. Eğer ölümcül askerî androidin Robotik Yasaları'nda etraflıca belirtilmiş haklarınıza saygı göstermediğini hissederseniz lütfen bunu not edin. Gelecekteki bir Aperture Science Yetkilendirme Ortağı gerekli şikayet işlemlerini başlatacaktır."
"[english]announcer.testchamber06"	"<clr:250,231,181>Announcer: Good. If you feel that a lethal military android has not respected your rights as detailed in the Laws of Robotics, please note it on your self-reporting form. A future Aperture Science Entitlement Associate will initiate the appropriate grievance-filing paperwork."
"announcer.testchamber07"	"<clr:250,231,181>Sunucu: Az önce, kendisine temas eden neredeyse tüm Aperture Science ekipmanlarını buharlaştıran bir Aperture Science Malzeme Serbest Bırakma Izgarasının içinden geçtiniz."
"[english]announcer.testchamber07"	"<clr:250,231,181>Announcer: You have just passed through an Aperture Science Material Emancipation Grill, which vaporizes most Aperture Science equipment that touches it."
"announcer.testchamber08"	"<clr:250,231,181>Sunucu: Lütfen çıkıştaki parlak parçacık alanına dikkat edin. Bu Aperture Science Malzeme Serbest Bırakma Izgarası içinden geçen her türlü izinsiz malzemeyi buharlaştıracaktır."
"[english]announcer.testchamber08"	"<clr:250,231,181>Announcer: Please note the incandescent particle field across the exit. This Aperture Science Material Emancipation Grill will vaporize any unauthorized equipment that passes through it."
"announcer.testchamber09"	"<clr:250,231,181>Sunucu: Mükemmel bir işti! Bu mesaj önceden kaydedildiği için performansınızla ilgili herhangi bir gözleme dayanmaksızın yapılmış tartışmalı bir yorumdur. Lütfen hak edilmemiş iltifatları gözardı edin."
"[english]announcer.testchamber09"	"<clr:250,231,181>Announcer: Great work! Because this message is prerecorded, any observations related to  your performance are speculation on our part. Please disregard any undeserved compliments."
"announcer.testchamber10"	"<clr:250,231,181>Sunucu: Sıradaki test, portallar arası harekette momentumun korunumu yasasını kullanır. Eğer test sırasında fizik kuralları işlemezse, Tanrı yardımcınız olsun."
"[english]announcer.testchamber10"	"<clr:250,231,181>Announcer: This next test applies the principles of momentum to movement through portals. If the laws of physics no longer apply in the future, God help you."
"announcer.testchamber11"	"<clr:250,231,181>Sunucu: Kendinizi kapana kıstırdınız. Tebrikler. Çıkış kapısı şu anda açık."
"[english]announcer.testchamber11"	"<clr:250,231,181>Announcer: You have trapped yourself. Congratulations. The exit door is now open."
"announcer.wakeup_powerup01"	"<clr:250,231,181>Sunucu: Güç yükleme başladı."
"[english]announcer.wakeup_powerup01"	"<clr:250,231,181>Announcer: Powerup initiated."
"announcer.wakeup_powerup02"	"<clr:250,231,181>Sunucu: Güç yükleme tamamlandı."
"[english]announcer.wakeup_powerup02"	"<clr:250,231,181>Announcer: Powerup complete."
"cavejohnson.cave_laugh04"	"<clr:205,149,117>Cave Johnson: [kahkaha]"
