"lang"
{
"Language"	"brazilian"
"[english]announcer.mp_hub_return06"	"<clr:250,231,181>Announcer: Thank you for completing the testing courses. If you enjoyed your experience, you may now re-enter the testing course of your choice."
"announcer.mp_hub_return07"	"<clr:250,231,181>Locutor: Por completar todos os percursos de teste, vocês conseguiram permissão de segurança Nível C. Agora vocês podem acessar todos os percursos de teste e três dos 176 banheiros da Aperture Science."
"[english]announcer.mp_hub_return07"	"<clr:250,231,181>Announcer: By completing all test courses, you have achieved Level C security clearance. You may now access all testing courses and three of Aperture Science's 176 restrooms."
"announcer.openingcourtesy01"	"<clr:250,231,181>Locutor: Bom dia. Você esteve em suspensão por nove nove nove... nove nove no— Esta chamada de cortesia é para lhe informar que todas as cobaias devem abandonar o [VOZ DISSIPA]"
"[english]announcer.openingcourtesy01"	"<clr:250,231,181>Announcer: Good morning. You have been in suspension for nine nine nine... nine nine ni- This courtesy call is to inform you that all test subjects should immediately vacate [FADES OUT]"
"announcer.openingexercise01"	"<clr:250,231,181>Locutor: Bom dia. Você esteve em suspensão por —CINQUENTA— dias. Conforme regulamentos estatais e federais, todos os candidatos a testes do Centro de Relaxamento Estendido da Aperture Science devem ser reanimados periodicamente para um exercício de bem-estar físico e mental obrigatório."
"[english]announcer.openingexercise01"	"<clr:250,231,181>Announcer: Good morning. You have been in suspension for -FIFTY- days. In compliance with state and federal regulations, all testing candidates in the Aperture Science Extended Relaxation Center must be revived periodically for a mandatory physical and mental wellness exercise."
"announcer.openingexercise02"	"<clr:250,231,181>Locutor: Você ouvirá uma campainha. Quando ouvir a campainha, olhe para o teto. [CAMPAINHA]"
"[english]announcer.openingexercise02"	"<clr:250,231,181>Announcer: You will hear a buzzer. When you hear the buzzer, look up at the ceiling. [BUZZER]"
"announcer.openingexercise03"	"<clr:250,231,181>Locutor: Bom. Você ouvirá uma campainha. Quando ouvir a campainha, olhe para o chão. [CAMPAINHA]"
"[english]announcer.openingexercise03"	"<clr:250,231,181>Announcer: Good. You will hear a buzzer. When you hear the buzzer, look down at the floor. [BUZZER]"
"announcer.openingexercise04"	"<clr:250,231,181>Locutor: Bom. Isso conclui a parte ginástica do seu exercício de bem-estar físico e mental obrigatório."
"[english]announcer.openingexercise04"	"<clr:250,231,181>Announcer: Good. This completes the gymnastic portion of your mandatory physical and mental wellness exercise."
"announcer.openingexercise05"	"<clr:250,231,181>Locutor: Há uma pintura emoldurada na parede. Por favor, posicione-se na sua frente."
"[english]announcer.openingexercise05"	"<clr:250,231,181>Announcer: There is a framed painting on the wall. Please go stand in front of it."
"announcer.openingexercise06"	"<clr:250,231,181>Locutor: Isto é arte. Você ouvirá uma campainha. Quando ouvir a campainha, observe a arte. [CAMPAINHA]"
"[english]announcer.openingexercise06"	"<clr:250,231,181>Announcer: This is art. You will hear a buzzer. When you hear the buzzer, stare at the art. [BUZZER]"
"announcer.openingexercise07"	"<clr:250,231,181>Locutor: Agora você deve se sentir mentalmente revigorado. Se suspeitar que a arte não lhe proveu sustento intelectual suficiente, reflita brevemente com esta música clássica. [MÚSICA CLÁSSICA COMEÇA] [MÚSICA INTERROMPIDA PELA CAMPAINHA]"
"[english]announcer.openingexercise07"	"<clr:250,231,181>Announcer: You should now feel mentally reinvigorated. If you suspect staring at art has not provided the required intellectual sustenance, reflect briefly on this classical music. [MUSIC INTERRUPTED BY BUZZER]"
"announcer.openingexercise08"	"<clr:250,231,181>Locutor: Bom. Por favor, retorne à sua cama."
"[english]announcer.openingexercise08"	"<clr:250,231,181>Announcer: Good. Now please return to your bed."
"announcer.openingsafeguards01"	"<clr:250,231,181>Locutor: Todas as proteções do núcleo do reator estão inoperantes. Por favor, prepare-se para a fusão do núcleo do reator."
"[english]announcer.openingsafeguards01"	"<clr:250,231,181>Announcer: All reactor core safeguards are now non-functional. Please prepare for reactor core meltdown."
"announcer.prehub06"	"<clr:250,231,181>Locutor: Olá e, novamente, seja bem-vindo ao Centro de Aprimoramento da Aperture Science."
"[english]announcer.prehub06"	"<clr:250,231,181>Announcer: Hello, and again, welcome to the Aperture Science Enrichment Center."
"announcer.prehub08"	"<clr:250,231,181>Locutor: Estamos passando por dificuldades técnicas devido a circunstâncias de significância potencialmente apocalíptica fora do nosso controle."
"[english]announcer.prehub08"	"<clr:250,231,181>Announcer: We are currently experiencing technical difficulties due to circumstances of potentially apocalyptic significance beyond our control."
"announcer.prehub09"	"<clr:250,231,181>Locutor: Porém, graças aos Protocolos de Teste de Emergência, os testes podem continuar. Essas mensagens pré-gravadas proporcionarão apoio instrucional e motivacional para que a ciência ainda possa ser feita, mesmo na ocasião de um colapso ambiental, social, econômico ou estrutural."
"[english]announcer.prehub09"	"<clr:250,231,181>Announcer: However, thanks to Emergency Testing Protocols, testing can continue. These pre-recorded messages will provide instructional and motivational support, so that science can still be done, even in the event of environmental, social, economic, or structural collapse."
"announcer.prehub10"	"<clr:250,231,181>Locutor: O portal se abrirá e os testes de emergência iniciarão em três, dois, um."
"[english]announcer.prehub10"	"<clr:250,231,181>Announcer: The portal will open and emergency testing will begin in three. Two. One."
"announcer.prehub11"	"<clr:250,231,181>Locutor: Testes baseados em cubos e botões continuam sendo uma ferramenta importante para a ciência, mesmo em uma emergência calamitosa."
"[english]announcer.prehub11"	"<clr:250,231,181>Announcer: Cube- and button-based testing remains an important tool for science, even in a dire emergency."
"announcer.prehub12"	"<clr:250,231,181>Locutor: Se os testes baseados em cubos e botões causaram tal emergência, não se preocupe. As chances disso ocorrer duas vezes são diminutas."
"[english]announcer.prehub12"	"<clr:250,231,181>Announcer: If cube- and button-based testing caused this emergency, don't worry. The odds of this happening twice are very slim."
"announcer.prehub17"	"<clr:250,231,181>Locutor: Se você não for um empregado e descobriu essas instalações entre as ruínas da civilização, seja bem-vindo! E lembre-se: testes são o futuro e o futuro começa com você."
"[english]announcer.prehub17"	"<clr:250,231,181>Announcer: If you are a non-employee who has discovered this facility amid the ruins of civilization, welcome! And remember: Testing is the future, and the future starts with you."
"announcer.prehub18"	"<clr:250,231,181>Locutor: Bom trabalho por chegar tão longe, iniciador do futuro! Dito isso, se você é simplório, velho ou irradiado de tal maneira que o futuro não deveria começar com você, por favor, retorne à sua tribo primitiva e envie alguém melhor qualificado para testar."
"[english]announcer.prehub18"	"<clr:250,231,181>Announcer: Good work getting this far, future-starter! That said, if you are simple-minded, old, or irradiated in such a way that the future should not start with you, please return to your primitive tribe and send back someone better-qualified for testing."
"announcer.prehub19"	"<clr:250,231,181>Locutor: Devido a dificuldades técnicas que estamos enfrentando no momento, o seu ambiente de teste não está sendo supervisionado."
"[english]announcer.prehub19"	"<clr:250,231,181>Announcer: Because of the technical difficulties we are currently experiencing, your test environment is unsupervised."
"announcer.prehub20"	"<clr:250,231,181>Locutor: Antes de retornar ao compartimento de relaxamento após a conclusão do teste, por favor, use parte do seu tempo para anotar os resultados do seu teste. Um Associado de Reintegração da Aperture Science irá revivê-lo para uma entrevista quando a sociedade tiver sido reconstruída."
"[english]announcer.prehub20"	"<clr:250,231,181>Announcer: Before re-entering a relaxation vault at the conclusion of testing, please take a moment to write down the results of your test. An Aperture Science Reintegration Associate will revive you for an interview when society has been rebuilt."
"announcer.prehub27"	"<clr:250,231,181>Locutor: Caso sinta um líquido escorrendo pelo seu pescoço, relaxe, deite de barriga para cima e aplique pressão nas suas têmporas imediatamente."
"[english]announcer.prehub27"	"<clr:250,231,181>Announcer: If you feel liquid running down your neck, relax, lie on your back, and apply immediate pressure to your temples."
"announcer.prehub28"	"<clr:250,231,181>Locutor: Você está simplesmente experimentando uma reação rara na qual a Grelha de Emancipação de Materiais pode ter emancipado os tubos auriculares da sua cabeça."
"[english]announcer.prehub28"	"<clr:250,231,181>Announcer: You are simply experiencing a rare reaction in which the Material Emancipation Grill may have emancipated the ear tubes inside your head."
"announcer.prehub42"	"<clr:250,231,181>Locutor: O teste a seguir é muito perigoso. Para ajudá-lo a permanecer tranquilo neste momento de morte quase certa, jazz suave será tocado em três, dois, um. [JAZZ SUAVE]"
"[english]announcer.prehub42"	"<clr:250,231,181>Announcer: This next test is very dangerous. To help you remain tranquil in the face of almost certain death, smooth jazz will be deployed in three. Two. One. [SMOOTH JAZZ]"
"announcer.prehub43"	"<clr:250,231,181>Locutor: No momento desta gravação, as políticas federais de divulgação requerem que o informemos que o teste a seguir é provavelmente letal e o redirecionemos para um ambiente de teste mais seguro."
"[english]announcer.prehub43"	"<clr:250,231,181>Announcer: At the time of this recording, Federal disclosure policies require us to inform you that this next test is probably lethal and to redirect you to a safer test environment."
"announcer.prehub44"	"<clr:250,231,181>Locutor: Tentaremos estar de acordo com estas agências que não existem mais tocando mais um pouco de jazz suave."
"[english]announcer.prehub44"	"<clr:250,231,181>Announcer: We will attempt to comply with these now non-existent agencies by playing some more smooth jazz."
"announcer.prehub46"	"<clr:250,231,181>Locutor: Se a Terra estiver sendo governada por alguma forma de rei animal, nuvem ciente ou outro corpo governante que se recusa ou é incapaz de julgar com razão, en— [GRAVAÇÃO TERMINA ABRUPTAMENTE]"
"[english]announcer.prehub46"	"<clr:250,231,181>Announcer: If the Earth is currently governed by a manner of animal-king, sentient cloud, or other governing body that either refuses to or is incapable of listening to reason, th- [RECORDING SHORTS OUT]"
"announcer.sarcasmcore01"	"<clr:250,231,181>Locutor: [bipe] Autoteste de sarcasmo concluído. [bipe]"
"[english]announcer.sarcasmcore01"	"<clr:250,231,181>Announcer: [beep] Sarcasm Self Test complete. [beep]"
"announcer.sp_sabotage_factory13"	"<clr:250,231,181>Locutor: Esteiras de redenção de torretas ativadas."
"[english]announcer.sp_sabotage_factory13"	"<clr:250,231,181>Announcer: Turret redemption lines active."
"announcer.sp_sabotage_factory14"	"<clr:250,231,181>Locutor: Por favor, não confronte com torretas a caminho da redenção."
"[english]announcer.sp_sabotage_factory14"	"<clr:250,231,181>Announcer: Please do not engage with turrets heading towards redemption."
"announcer.sp_sabotage_factory15"	"<clr:250,231,181>Locutor: Esteiras de redenção de torretas não são brinquedos. Por favor, saia da esteira de redenção de torretas."
"[english]announcer.sp_sabotage_factory15"	"<clr:250,231,181>Announcer: Turret redemption lines are not rides, please exit the turret redemption line."
"announcer.sp_sabotage_factory16"	"<clr:250,231,181>Locutor: A esteira de torretas ativas está ativada. Entre na sala com muitíssimo cuidado."
"[english]announcer.sp_sabotage_factory16"	"<clr:250,231,181>Announcer: Live turret line is active. Enter room with extreme caution."
"announcer.sp_sabotage_factory17"	"<clr:250,231,181>Locutor: Por favor, evite alertar as torretas ativas ou ser baleado por torretas ativas."
"[english]announcer.sp_sabotage_factory17"	"<clr:250,231,181>Announcer: Please avoid alerting active turrets or being shot by active turrets."
"announcer.sp_sabotage_factory18"	"<clr:250,231,181>Locutor: Este é um ambiente estéril. Por favor, evite andar pela esteira de torretas."
"[english]announcer.sp_sabotage_factory18"	"<clr:250,231,181>Announcer: This is a sterile environment; please refrain from riding on the turret line."
"announcer.sp_sabotage_factory19"	"<clr:250,231,181>Locutor: Estas são instalações com salas limpas; descontaminantes podem prejudicar o processo de redenção de torretas."
"[english]announcer.sp_sabotage_factory19"	"<clr:250,231,181>Announcer: This is a clean room facility, decontaminates can harm the turret redemption process."
"announcer.sp_sabotage_factory20"	"<clr:250,231,181>Locutor: Teste de torretas não defeituosas ativado."
"[english]announcer.sp_sabotage_factory20"	"<clr:250,231,181>Announcer: Non-defective turret testing active."
"announcer.sp_sabotage_factory21"	"<clr:250,231,181>Locutor: Teste de torretas defeituosas ativo."
"[english]announcer.sp_sabotage_factory21"	"<clr:250,231,181>Announcer: Defective Turret testing active."
"announcer.sp_sabotage_factory22"	"<clr:250,231,181>Locutor: Passarelas são seguras durante o teste de torretas defeituosas."
"[english]announcer.sp_sabotage_factory22"	"<clr:250,231,181>Announcer: Catwalks are safe during defective turret testing."
"announcer.sp_sabotage_factory23"	"<clr:250,231,181>Locutor: Evite torretas defeituosas defeituosas, pois elas podem ainda estar ativas."
"[english]announcer.sp_sabotage_factory23"	"<clr:250,231,181>Announcer: Avoid defective defective turrets as they may still be active."
"announcer.sp_sabotage_factory_line01"	"<clr:250,231,181><low>Locutor: Modelo."
"[english]announcer.sp_sabotage_factory_line01"	"<clr:250,231,181><low>Announcer: Template"
"announcer.sp_sabotage_factory_line02"	"<clr:250,231,181><low>Locutor: Resposta."
"[english]announcer.sp_sabotage_factory_line02"	"<clr:250,231,181><low>Announcer: Response"
"announcer.sp_sabotage_factory_line04"	"<clr:250,231,181>Locutor: Novo modelo aceito."
"[english]announcer.sp_sabotage_factory_line04"	"<clr:250,231,181>Announcer: New template accepted."
"announcer.sp_sabotage_factory_line05"	"<clr:250,231,181>Locutor: Modelo ausente. Continuando pela memória."
"[english]announcer.sp_sabotage_factory_line05"	"<clr:250,231,181>Announcer: Template missing. Continuing from memory."
"announcer.sp_sabotage_implosion01"	"<clr:250,231,181>Locutor: Alerta! A pressão de neurotoxina atingiu níveis perigosamente não letais."
"[english]announcer.sp_sabotage_implosion01"	"<clr:250,231,181>Announcer: Warning! Neurotoxin pressure has reached dangerously unlethal levels."
"announcer.testchamber02"	"<clr:250,231,181>Locutor: Se o Centro de Aprimoramento estiver sendo bombardeado por bolas de fogo, meteoritos ou outros objetos do espaço, por favor, evite áreas de teste desprotegidas caso a falta de proteção contra dejetos espaciais NÃO pareça ser parte intencional do teste."
"[english]announcer.testchamber02"	"<clr:250,231,181>Announcer: If the Enrichment Center is currently being bombarded with fireballs, meteorites, or other objects from space, please avoid unsheltered testing areas wherever a lack of shelter from space-debris DOES NOT appear to be a deliberate part of the test."
"announcer.testchamber03"	"<clr:250,231,181>Locutor: Muito bem! O Centro de Aprimoramento lembra que, apesar das circunstâncias parecerem sombrias, você não está sozinho. Todos os construtos de personalidade da Aperture Science permanecerão funcionais em ambientes apocalípticos com tensão de pelo menos 1,1 volts."
"[english]announcer.testchamber03"	"<clr:250,231,181>Announcer: Well done! The Enrichment Center reminds you that although circumstances may appear bleak, you are not alone. All Aperture Science personality constructs will remain functional in apocalyptic, low power environments of as few as 1.1 volts."
"announcer.testchamber04"	"<clr:250,231,181>Locutor: Para assegurar que haja energia suficiente para os protocolos de teste principais, todos os dispositivos de segurança foram desativados. O Centro de Aprimoramento respeita o seu direito de expressar dúvidas ou preocupações com esta política."
"[english]announcer.testchamber04"	"<clr:250,231,181>Announcer: To ensure that sufficient power remains for core testing protocols, all safety devices have been disabled. The Enrichment Center respects your right to have questions or concerns about this policy."
"announcer.testchamber05"	"<clr:250,231,181>Locutor: Alguns testes de emergência podem necessitar de uma interação prolongada com androides militares letais. Nós asseguramos que todos os androides militares letais foram ensinados a ler e providos com uma cópia das Leis da Robótica. Para compartilhar."
"[english]announcer.testchamber05"	"<clr:250,231,181>Announcer: Some emergency testing may require prolonged interaction with lethal military androids.  Rest assured that all lethal military androids have been taught to read and provided with one copy of the Laws of Robotics. To share."
"announcer.testchamber06"	"<clr:250,231,181>Locutor: Bom. Se sentir que um androide militar letal não respeitou os seus direitos como detalhado nas Leis da Robótica, por favor, anote isso no seu formulário de autoavaliação. Um futuro Associado de Direitos da Aperture Science dará início à arquivação da papelada de queixa."
"[english]announcer.testchamber06"	"<clr:250,231,181>Announcer: Good. If you feel that a lethal military android has not respected your rights as detailed in the Laws of Robotics, please note it on your self-reporting form. A future Aperture Science Entitlement Associate will initiate the appropriate grievance-filing paperwork."
"announcer.testchamber07"	"<clr:250,231,181>Locutor: Você acabou de passar por uma Grelha de Emancipação de Materiais da Aperture Science, que vaporiza a maioria dos equipamentos da Aperture Science que a tocam."
"[english]announcer.testchamber07"	"<clr:250,231,181>Announcer: You have just passed through an Aperture Science Material Emancipation Grill, which vaporizes most Aperture Science equipment that touches it."
"announcer.testchamber08"	"<clr:250,231,181>Locutor: Por favor, note o campo de partículas incandescentes na saída. Esta Grelha de Emancipação de Materiais da Aperture Science vaporizará qualquer equipamento não autorizado que a atravesse."
"[english]announcer.testchamber08"	"<clr:250,231,181>Announcer: Please note the incandescent particle field across the exit. This Aperture Science Material Emancipation Grill will vaporize any unauthorized equipment that passes through it."
"announcer.testchamber09"	"<clr:250,231,181>Locutor: Ótimo trabalho! Como esta é uma mensagem pré-gravada, qualquer observação sobre o seu desempenho é uma especulação da nossa parte. Por favor, ignore qualquer elogio não merecido."
"[english]announcer.testchamber09"	"<clr:250,231,181>Announcer: Great work! Because this message is prerecorded, any observations related to  your performance are speculation on our part. Please disregard any undeserved compliments."
"announcer.testchamber10"	"<clr:250,231,181>Locutor: O teste a seguir aplica os conceitos de momento cinético na locomoção através de portais. Se as leis da física não forem mais válidas no futuro, que deus esteja com você."
"[english]announcer.testchamber10"	"<clr:250,231,181>Announcer: This next test applies the principles of momentum to movement through portals. If the laws of physics no longer apply in the future, God help you."
"announcer.testchamber11"	"<clr:250,231,181>Locutor: Você acabou de se prender. Parabéns. A porta de saída agora está aberta."
"[english]announcer.testchamber11"	"<clr:250,231,181>Announcer: You have trapped yourself. Congratulations. The exit door is now open."
"announcer.wakeup_powerup01"	"<clr:250,231,181>Locutor: Inicializando."
"[english]announcer.wakeup_powerup01"	"<clr:250,231,181>Announcer: Powerup initiated."
"announcer.wakeup_powerup02"	"<clr:250,231,181>Locutor: Inicialização concluída."
"[english]announcer.wakeup_powerup02"	"<clr:250,231,181>Announcer: Powerup complete."
"cavejohnson.cave_laugh04"	"<clr:205,149,117>Cave Johnson: [risada]"
"[english]cavejohnson.cave_laugh04"	"<clr:205,149,117>Cave Johnson: [laugh]"
"cavejohnson.eighties_intro01"	"<clr:205,149,117>Cave Johnson: Seja bem-vindo ao centro de aprimoramento. [tosse]"
"[english]cavejohnson.eighties_intro01"	"<clr:205,149,117>Cave Johnson: Welcome to the enrichment center. [cough]"
"cavejohnson.eighties_intro03"	"<clr:205,149,117>Cave Johnson: Desde que tornamos a participação nos testes obrigatória para todos os empregados, a qualidade das nossas cobaias aumentou dramaticamente. Já a retenção de empregados, não."
"[english]cavejohnson.eighties_intro03"	"<clr:205,149,117>Cave Johnson: Since making test participation mandatory for all employees, the quality of our test subjects has risen dramatically. Employee retention, however, has not."
"cavejohnson.eighties_intro04"	"<clr:205,149,117>Cave Johnson: [tosse] Graças a isso, você pode ter escutado que vamos interromper gradativamente os testes com humanos. Mas ainda existem algumas coisas que precisamos encerrar."
"[english]cavejohnson.eighties_intro04"	"<clr:205,149,117>Cave Johnson: [cough] As a result, you may have heard we're gonna phase out human testing. There's still a few things left to wrap up, though."
"cavejohnson.eighties_intro06"	"<clr:205,149,117>Cave Johnson: Primeiro, gel conversor. [tosse]"
"[english]cavejohnson.eighties_intro06"	"<clr:205,149,117>Cave Johnson: First up, conversion gel. [cough]"
"cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: Os contadores de feijão me disseram que literalmente não tínhamos como comprar nem sete dólares em pedras lunares, muito menos setenta milhões. Compramos mesmo assim. Trituramos e misturamos num gel."
"[english]cavejohnson.eighties_intro07"	"<clr:205,149,117>Cave Johnson: The bean counters told me we literally could not afford to buy seven dollars worth of moon rocks, much less seventy million. Bought 'em anyway. Ground 'em up, mixed em into a gel."
