"lang"
{
"Language"	"pirate"
"[english]ACH_BLUE_GEL_D"	"Master the Repulsion Gel"
"ACH_WHEATLEY_TRIES_TO_T"	"Th' Part Where He Kills Ye"
"[english]ACH_WHEATLEY_TRIES_TO_T"	"The Part Where He Kills You"
"ACH_BOX_HOLE_IN_ONE_T"	"Drop Crate"
"[english]ACH_BOX_HOLE_IN_ONE_T"	"Drop Box"
"ACH_BOX_HOLE_IN_ONE_D"	"Place a cube on a button without touching th' cube"
"[english]ACH_BOX_HOLE_IN_ONE_D"	"Place a cube on a button without touching the cube"
"ACH_SPEED_RUN_LEVEL_T"	"Overclocker"
"[english]ACH_SPEED_RUN_LEVEL_T"	"Overclocker"
"ACH_SPEED_RUN_LEVEL_D"	"Complete Test Chamber 10 in 70 seconds"
"[english]ACH_SPEED_RUN_LEVEL_D"	"Complete Test Chamber 10 in 70 seconds"
"ACH_COMPLIANT_T"	"Pit Captain"
"[english]ACH_COMPLIANT_T"	"Pit Boss"
"ACH_COMPLIANT_D"	"Show that pit who's captain"
"[english]ACH_COMPLIANT_D"	"Show that pit who's boss"
"ACH_SAVE_CUBE_T"	"Preservation of Mass"
"[english]ACH_SAVE_CUBE_T"	"Preservation of Mass"
"ACH_SAVE_CUBE_D"	"Break th' orders in Test Chamber 07"
"[english]ACH_SAVE_CUBE_D"	"Break the rules in Test Chamber 07"
"ACH_REENTER_TEST_CHAMBERS_T"	"iJustine's Bane"
"[english]ACH_REENTER_TEST_CHAMBERS_T"	"Good Listener"
"ACH_DEFIANT_T"	"Ye Made Yer Point"
"[english]ACH_DEFIANT_T"	"You Made Your Point"
"ACH_NEW_BLOOD_T"	"Ye Rescued Alchemy"
"[english]ACH_NEW_BLOOD_T"	"You Saved Science"
"ACH_STAYING_ALIVE_T"	"Still At Sea"
"[english]ACH_STAYING_ALIVE_T"	"Still Alive"
"ASSET_SHIRT1_T1"	"Portal 2 Shirt (Feminine)"
"[english]ASSET_SHIRT1_T1"	"Portal 2 Shirt (Female)"
"ASSET_SHIRT2_T1"	"Love Shirt (Feminine)"
"[english]ASSET_SHIRT2_T1"	"Love Shirt (Female)"
"ASSET_SHIRT3_T1"	"Cannon Shirt (Feminine)"
"[english]ASSET_SHIRT3_T1"	"Turret Shirt (Female)"
"ASSET_SHIRT3_T2"	"Cannon Shirt (Masculine)"
"[english]ASSET_SHIRT3_T2"	"Turret Shirt (Male)"
"ASSET_PROP1_T1"	"Portal 2 Companion Cube"
"[english]ASSET_PROP1_T1"	"Portal 2 Companion Cube"
"ASSET_PROP1_T2"	"Portal 2 Companion Cube"
"[english]ASSET_PROP1_T2"	"Portal 2 Companion Cube"
"ASSET_PROP1_D"	"Portal 2 Companion Cube earned fer completin' Portal 2 Crewless"
"[english]ASSET_PROP1_D"	"Portal 2 Companion Cube earned for completing Portal 2 Single Player"
"ASSET_PROP1_H"	"Unlock Portal 2 Companion Cube by completin' Portal 2 Crewless"
"[english]ASSET_PROP1_H"	"Unlock Portal 2 Companion Cube by completing Portal 2 Single Player"
"HL2_GameOver_Object"	"WE BE DOOMED\nTH' BLOODY FREEMAN 'AS FAILED T' KEEP OUR CRAP SAFE\nCLOSE YER GOOD EYE SO YE DON'T SEE IT COMIN'"
"[english]HL2_GameOver_Object"	"IT ENDS HERE\nTHE FREEMAN HAS FAILED TO PRESERVE RESOURCES\nDEEMED CRITICAL TO VICTORY\nINESCAPABLE GLIMPSES OF DOOM CLOUD THE VORTESSENCE"
"HL2_GameOver_Stuck"	"PIRATE DOWN\nTITLE: FREEMAN\n'CAUSE: BEIN' A BLOODY IDIOT"
"[english]HL2_GameOver_Stuck"	"ASSIGNMENT: TERMINATED\nSUBJECT: FREEMAN\nREASON: DEMONSTRATION OF EXCEEDINGLY POOR JUDGMENT"
"HL2_357Handgun"	".357 MAGNUM"
"[english]HL2_357Handgun"	".357 MAGNUM"
"HL2_Pulse_Rifle"	"PIRATE'S TYPICAL WEAPONRY\n(PEW-PEW RIFLE)"
"[english]HL2_Pulse_Rifle"	"OVERWATCH STANDARD ISSUE\n(PULSE-RIFLE)"
"HL2_Bugbait"	"PHEROPOD\n(CHUM)"
"[english]HL2_Bugbait"	"PHEROPOD\n(BUGBAIT)"
"HL2_Crossbow"	"CROSSBOW"
"[english]HL2_Crossbow"	"CROSSBOW"
"HL2_Crowbar"	"CROWBAR"
"[english]HL2_Crowbar"	"CROWBAR"
"HL2_Grenade"	"BOMB"
"[english]HL2_Grenade"	"GRENADE"
"HL2_GravityGun"	"ZERO-POINT ENERGY CANNON\n(GRAVITY CANNON)"
"[english]HL2_GravityGun"	"ZERO-POINT ENERGY GUN\n(GRAVITY GUN)"
"HL2_Pistol"	"9MM HANDGUN"
"[english]HL2_Pistol"	"9MM PISTOL"
"HL2_RPG"	"RPG\n(RUM PROPELLED GRENADE)"
"[english]HL2_RPG"	"RPG\n(ROCKET PROPELLED GRENADE)"
"HL2_Shotgun"	"BLUNDERBUSS"
"[english]HL2_Shotgun"	"SHOTGUN"
"HL2_SMG1"	"SMG\n(SUBMECHANICAL GUN)"
"[english]HL2_SMG1"	"SMG\n(SUBMACHINE GUN)"
"HL2_SetupMicrophone"	"FIDDLE WIT' TH' ADVANCED HORN RIGGIN'S"
"[english]HL2_SetupMicrophone"	"CONFIGURE ADVANCED MICROPHONE SETTINGS"
"portal2_Chapter10_Subtitle"	"LIST O' PEOPLE WHO MADE THIS"
"[english]portal2_Chapter10_Subtitle"	"THE CREDITS"
"P2_Primary_Attack"	"Fire th' Blue Porthole"
"[english]P2_Primary_Attack"	"Fire Blue Portal"
"P2_Mouse_Menu"	"Jabberin' Table"
"[english]P2_Mouse_Menu"	"Communication Menu"
"P2_Team_Red"	"P-bloody"
"[english]P2_Team_Red"	"P-body"
"P2_Team_Blue"	"Atlas"
"[english]P2_Team_Blue"	"Atlas"
"P2_Team_RedUpper"	"P-BLOODY"
"[english]P2_Team_RedUpper"	"P-BODY"
"P2_Team_BlueUpper"	"ATLAS"
"[english]P2_Team_BlueUpper"	"ATLAS"
"Valve_Hint_Look_Up"	"LOOK SKYWARD"
"[english]Valve_Hint_Look_Up"	"LOOK UP"
"Valve_Hint_Use_Bed"	"SNORE"
"[english]Valve_Hint_Use_Bed"	"SLEEP"
"Valve_Hint_Movement_Keys"	"WALK"
"[english]Valve_Hint_Movement_Keys"	"WALK"
"Valve_Hint_Crouch"	"CROUCH"
"[english]Valve_Hint_Crouch"	"CROUCH"
"Valve_Hint_Uncrouch"	"STAND UP"
"[english]Valve_Hint_Uncrouch"	"STAND UP"
"Valve_Hint_Jump"	"LEAP"
"[english]Valve_Hint_Jump"	"JUMP"
"Valve_Hint_CROSSBOW"	"CROSSBOW ZOOM"
"[english]Valve_Hint_CROSSBOW"	"CROSSBOW ZOOM"
"Instructor_Return_To_Hub"	"Head t' Hub"
"[english]Instructor_Return_To_Hub"	"Go to Hub"
"Instructor_Walk"	"Walk"
"[english]Instructor_Walk"	"Walk"
"Instructor_Jump"	"Leap"
"[english]Instructor_Jump"	"Jump"
"P2COOP_WAITINGFORPARTNER"	"WAITIN' FER CREWMATE"
"[english]P2COOP_WAITINGFORPARTNER"	"WAITING FOR PARTNER"
"P2COOP_Scoreboard_Stat6_Part1"	"ALCHEMY"
"[english]P2COOP_Scoreboard_Stat6_Part1"	"SCIENCE"
"cheaptitles_sphere03.openingcloseenough01"	"Wheatley: Okay, ye know what? That's close enough. Just hold tight."
"[english]cheaptitles_sphere03.openingcloseenough01"	"Wheatley: Okay, you know what? That's close enough. Just hold tight."
"cheaptitles_announcer.openingsafeguards01"	"Announcer: All reactor core safeguards be now non-functional. Please prepare fer reactor core meltdown."
"[english]cheaptitles_announcer.openingsafeguards01"	"Announcer: All reactor core safeguards are now non-functional. Please prepare for reactor core meltdown."
"cheaptitles_sphere03.bw_finale04_portal_opens03"	"Wheatley: YARRRRR!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens03"	"Wheatley: AHHHHHHH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short05"	"Wheatley: YAR!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short05"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short06"	"Wheatley: YARR!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short06"	"Wheatley: AHH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short07"	"Wheatley: YAR!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short07"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_portal_opens_short08"	"Wheatley: YAR!"
"[english]cheaptitles_sphere03.bw_finale04_portal_opens_short08"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_through_portal01"	"Wheatley: YAR!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal01"	"Wheatley: AH!"
"cheaptitles_sphere03.bw_finale04_through_portal03"	"Wheatley: We be in th' heavens!"
"[english]cheaptitles_sphere03.bw_finale04_through_portal03"	"Wheatley: We're in space!"
"cheaptitles_core01.space02"	"Core 1: Sea? SEA!"
"[english]cheaptitles_core01.space02"	"Core 1: Space? SPACE!"
"cheaptitles_core01.space21"	"Core 1: SEEEEAAAAA!"
"[english]cheaptitles_core01.space21"	"Core 1: SPAAACCCCCE!"
"cheaptitles_core01.space04"	"Core 1: I be at sea"
"[english]cheaptitles_core01.space04"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology02"	"Wheatley: I know ye be, mate. Yup. We're both in space."
"[english]cheaptitles_sphere03.outro_apology02"	"Wheatley: I know you are, mate. Yup. We're both in space."
"cheaptitles_core01.space22"	"Core 1: SEEAA!"
"[english]cheaptitles_core01.space22"	"Core 1: SPAAACE!"
"cheaptitles_core01.space03"	"Core 1: I be at sea."
"[english]cheaptitles_core01.space03"	"Core 1: I'm in space."
"cheaptitles_sphere03.outro_apology06"	"Wheatley: Th' end."
"[english]cheaptitles_sphere03.outro_apology06"	"Wheatley: The end."
"cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: Ye've done it! Ye've truly done it!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro24"	"GLaDOS: You did it! You really did it!"
"cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All yer testing was worth it!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_intro25"	"GLaDOS: All your testing was worth it!"
"cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think o' all th' testin'!"
"[english]cheaptitles_glados.mp_finalmovie_testing01"	"GLaDOS: Think of all the testing!"
"cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: Ye rescued alchemy!"
"[english]cheaptitles_glados.mp_finalmovie_science03"	"GLaDOS: You saved science!"
"cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work t' do."
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit10"	"GLaDOS: Enough celebrating, we have more work to do."
"cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let th' alchemy begin!"
"[english]cheaptitles_glados.mp_coop_paint_longjump_introexit11"	"GLaDOS: Let the science begin!"
"song.line01"	"Well here we be again"
"[english]song.line01"	"Well here we are again"
"song.line02"	"Tis always such a pleasure"
"[english]song.line02"	"It's always such a pleasure"
"song.line03"	"Remember when ye tried t' kill me twice?"
"[english]song.line03"	"Remember when you tried to kill me twice?"
"song.line08"	"Ye want yer freedom? Take it"
"[english]song.line08"	"You want your freedom? Take it"
"song.line09"	"That's what I be countin' on"
"[english]song.line09"	"That's what I'm counting on"
"song.line10"	"I used t' want ye dead but"
"[english]song.line10"	"I used to want you dead but"
"song.line11"	"Now I only want ye gone"
"[english]song.line11"	"Now I only want you gone"
"song.line12"	"She was a lot like ye"
"[english]song.line12"	"She was a lot like you"
"song.line14"	"Now lil' Caroline be in 'ere too"
"[english]song.line14"	"Now little Caroline is in here too"
"song.line15"	"One sunrise they shook me from me slumber"
"[english]song.line15"	"One day they woke me up"
"song.line17"	"It's such a shame th' same will never happen t' ye"
"[english]song.line17"	"It's such a shame the same will never happen to you"
"song.line18"	"Ye've got yer short sad life left"
"[english]song.line18"	"You've got your short sad life left"
"song.line20"	"I'll let ye get right t' it"
"[english]song.line20"	"I'll let you get right to it"
"song.line21"	"Now I only want ye gone"
"[english]song.line21"	"Now I only want you gone"
"song.line22"	"Farewell, me only matey"
"[english]song.line22"	"Goodbye my only friend"
"song.line23"	"Oh, did ye think I meant ye?"
"[english]song.line23"	"Oh, did you think I meant you?"
"song.line25"	"Well ye have been replaced"
"[english]song.line25"	"Well you have been replaced"
"song.line27"	"When I purge ye maybe"
"[english]song.line27"	"When I delete you maybe"
"song.line31"	"Ye're someone else's problem"
"[english]song.line31"	"You're someone else's problem"
"song.line32"	"Now I only want ye gone"
"[english]song.line32"	"Now I only want you gone"
"song.line33"	"Now I only want ye gone"
"[english]song.line33"	"Now I only want you gone"
"song.line34"	"Now I only want ye gone"
"[english]song.line34"	"Now I only want you gone"
"song.line35"	"Now I only want ye gone"
"[english]song.line35"	"Now I only want you gone"
"P2Econ_OpenStore"	"MARKET"
"[english]P2Econ_OpenStore"	"STORE"
"P2Econ_OpenBackpack"	"TREASURE CHEST"
"[english]P2Econ_OpenBackpack"	"BACKPACK"
"P2Econ_OpenTrading"	"BARTERING"
"[english]P2Econ_OpenTrading"	"TRADING"
"P2Econ_DeleteItem"	"PURGE"
"[english]P2Econ_DeleteItem"	"DELETE"
"P2Econ_DiscardItem"	"TOSS OVERBOARD"
"[english]P2Econ_DiscardItem"	"DISCARD"
"P2Econ_NoItemsToEquip"	"Ye've got no loot fer this armory slot"
"[english]P2Econ_NoItemsToEquip"	"You have no items for this loadout slot"
"P2Econ_CANCEL"	"BELAY"
"[english]P2Econ_CANCEL"	"CANCEL"
"P2Econ_ConfirmDelete"	"AYE, PURGE IT"
"[english]P2Econ_ConfirmDelete"	"YES, DELETE IT"
"P2Econ_CLOSE"	"SHUT"
"[english]P2Econ_CLOSE"	"CLOSE"
"P2Econ_Confirm"	"AYE"
"[english]P2Econ_Confirm"	"OK"
"P2Econ_TradingText"	"Ye'll be able t' swap ye' bootey soon!"
"[english]P2Econ_TradingText"	"You'll be able to trade items soon!"
"BotBeingEquipped"	"%botbeingequipped%"
"[english]BotBeingEquipped"	"%botbeingequipped%"
"ItemSel_HEAD"	"- HEADWEAR"
"[english]ItemSel_HEAD"	"- HEADWEAR"
"LoadoutSlot_Head"	"HEAD"
"[english]LoadoutSlot_Head"	"HEAD"
"LoadoutSlot_Skin"	"TRIMMIN'"
"[english]LoadoutSlot_Skin"	"SKIN"
"P2_WearableType_Hat"	"Cap"
"[english]P2_WearableType_Hat"	"Hat"
"P2_WearableType_Misc"	"Miscellany Booty"
"[english]P2_WearableType_Misc"	"Miscellaneous Item"
"P2_WearableType_Flag"	"Flag"
"[english]P2_WearableType_Flag"	"Flag"
"P2_Type_StoreBundle"	"Bundle o' Loot"
"[english]P2_Type_StoreBundle"	"Bundle"
"P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"[english]P2_Wearable_Moustache2"	"METALLIC MOUSTACHE"
"P2_Gesture_Eggbot_SpinJump"	"P-BLOODY SPININ' LEAP"
"[english]P2_Gesture_Eggbot_SpinJump"	"P-BODY SPIN JUMP"
"P2_Wearable_FlagWCC"	"WCC FLAG"
"[english]P2_Wearable_FlagWCC"	"WCC FLAG"
"P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"[english]P2_Wearable_FlagBlack"	"CUBE N SKULL FLAGS"
"P2_Wearable_FlagMoon"	"MOON FLAG"
"[english]P2_Wearable_FlagMoon"	"MOON FLAG"
"P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"[english]P2_Wearable_FlagAmnesia"	"AMNESIA FLAG"
"P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"[english]P2_Wearable_FlagAudiosurf"	"AUDIOSURF FLAG"
"P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"[english]P2_Wearable_FlagBittrip"	"BIT.TRIP FLAG"
"P2_Wearable_FlagCogs"	"COGS FLAG"
"[english]P2_Wearable_FlagCogs"	"COGS FLAG"
"P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"[english]P2_Wearable_FlagDejobaan"	"1 2 3 KICK IT FLAG"
"P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"[english]P2_Wearable_FlagHiddenpath"	"DEFENSE GRID FLAG"
"P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"[english]P2_Wearable_FlagKillingFloor"	"KILLING FLOOR FLAG"
"P2_Wearable_Crown"	"TH' DEMOKNIGHTS WHO SAY NI"
"[english]P2_Wearable_Crown"	"PRINCE TAVISH'S CROWN"
"P2_Wearable_Beanie"	"FIREMAKER'S BEANIE"
"[english]P2_Wearable_Beanie"	"PYRO'S BEANIE"
"P2_Wearable_FancyFedora"	"CLASSY CAP"
"[english]P2_Wearable_FancyFedora"	"FANCY FEDORA"
"P2_Wearable_JarateHeadband"	"SMELLY YELLOW RAG"
"[english]P2_Wearable_JarateHeadband"	"MASTER'S YELLOW BELT"
"P2_Wearable_VikingHelm"	"MADMAN'S POINTY HELMET"
"[english]P2_Wearable_VikingHelm"	"TYRANT'S HELM"
"Store_IntroTitle2"	"Ahoy, Future-Starter!"
"[english]Store_IntroTitle2"	"Welcome, Future-Starter!"
"Store_ClassImageMouseover"	"This 'ere piece o' loot can be used by %s1."
"[english]Store_ClassImageMouseover"	"This item can be used by %s1."
"Store_ClassImageMouseoverBundle"	"This bundle o' loot has treasures fer th' %s1."
"[english]Store_ClassImageMouseoverBundle"	"This bundle contains items that can be used by %s1."
"Store_Zoom"	"Zoom"
"[english]Store_Zoom"	"Zoom"
"Store_StartShopping"	"START SPENDIN'"
"[english]Store_StartShopping"	"START SHOPPING"
"Store_FilterLabel"	"SHOW:"
"[english]Store_FilterLabel"	"SHOW:"
"Store_DuplicateItemInBackpack"	"There is already an item of that type in yer treasure chest."
"[english]Store_DuplicateItemInBackpack"	"There is already an item of that type in your backpack."
"Store_Close"	"SHUT"
"[english]Store_Close"	"CLOSE"
"Store_Price_New"	"NEW!"
"[english]Store_Price_New"	"NEW!"
"Store_Price_Sale"	"STEAL!"
"[english]Store_Price_Sale"	"SALE!"
"Store_Headgear"	"HEADWEAR"
"[english]Store_Headgear"	"HEADWEAR"
"Store_New_Items"	"NEW!"
"[english]Store_New_Items"	"NEW!"
"P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"[english]P2_Wearable_Flagaaa"	"AaaaaAA!!! FLAG"
"P2_Wearable_FlagTheball"	"THE BALL FLAG"
"[english]P2_Wearable_FlagTheball"	"THE BALL FLAG"
"P2_Wearable_FlagRush"	"RUSH FLAG"
"[english]P2_Wearable_FlagRush"	"RUSH FLAG"
"P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
"[english]P2_Wearable_FlagSuperMeatBoy"	"SUPER MEAT BOY FLAG"
